"time","loadInertia3.phi","loadInertia3.w","loadInertiaM.phi","loadInertiaM.w","smpm3.is[1]","smpm3.is[2]","smpm3.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","smpm3.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","smpm3.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","smpm3.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","smpmM.is[1]","smpmM.is[2]","smpmM.is[3]","smpmM.is[4]","smpmM.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","smpmM.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","smpmM.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","smpmM.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","vfController.x","vfController3.x"
0.00069999999999999999,3.455593139858365e-13,1.8515684301544879e-09,3.4555931392613016e-13,1.851568429964099e-09,0.073696504064776541,-0.036845161246868013,-0.50552826492783109,-2.4116455881855751e-11,-0.50556168347820163,-1.643915262949406e-09,0.044217902438876452,0.013666119862678506,-0.035771775869411347,-0.035774293187918089,-0.50552826492783087,-2.4116455879388536e-11,-0.50556168347820152,-1.643915262893521e-09,7.6969030720902372e-05,7.6969030720902372e-05
0.00075000000000000002,4.7838569166702581e-13,2.4806154613111819e-09,4.783856915975491e-13,2.4806154611068025e-09,0.084430222429230567,-0.042211131135553033,-0.50552840598564031,-3.2302539439234281e-11,-0.50556668531156801,-2.1180121307905187e-09,0.050658133457548625,0.015656846660697644,-0.040981670064592704,-0.040984911676350162,-0.50552840598564008,-3.2302539436588796e-11,-0.5055666853115679,-2.1180121307378947e-09,8.8357304119090826e-05,8.8357304119090826e-05
0.00080000000000000004,6.3403123530912519e-13,3.2099813261386333e-09,6.340312352291508e-13,3.2099813259208242e-09,0.095881721890380495,-0.047935865264538725,-0.50552856262122903,-4.1793357775497707e-11,-0.50557202689277281,-2.6595716297046152e-09,0.057529033134345223,0.017780740618819998,-0.046539931086770618,-0.046543999864520937,-0.50552856262122881,-4.1793357772681783e-11,-0.5055720268927727,-2.6595716296557433e-09,0.00010053097566531537,0.00010053097566531537
0.00085000000000000006,8.6163101237157164e-13,4.1982674978974937e-09,8.6163101228060439e-13,4.1982674976675391e-09,0.10802429664185803,-0.054005882035838781,-0.5055287417484795,-5.4645603512706339e-11,-0.50557770200411201,-3.3379807585475339e-09,0.064814577985349883,0.020032935006661402,-0.05243354325681631,-0.05243864688996195,-0.50552874174847928,-5.4645603509737439e-11,-0.5055777020041119,-3.3379807585026742e-09,0.00011349004537446588,0.00011349004537446588
0.00090000000000000008,1.16987273755322e-12,5.4735167660200555e-09,1.1698727374508065e-12,5.4735167657793666e-09,0.12085322475163648,-0.060418797728536422,-0.50552894458985542,-7.1222926476688726e-11,-0.5055837095462149,-4.1655080351221023e-09,0.072511934851098317,0.02241256932326573,-0.058660205234110294,-0.058666569944988034,-0.5055289445898552,-7.1222926473586023e-11,-0.50558370954621479,-4.1655080350814753e-09,0.00012723451324917506,0.00012723451324917506
0.00095,1.534727578022074e-12,6.9581672488413637e-09,1.5347275779076466e-12,6.9581672485909993e-09,0.1343815663302397,-0.067181205334326879,-0.50552916776421697,-9.0519529265353486e-11,-0.50559005255976497,-5.1082206964867151e-09,0.080628939798261468,0.024922023576872069,-0.065226282159328533,-0.065234082911128061,-0.50552916776421675,-9.051952926213145e-11,-0.50559005255976486,-5.1082206964506526e-09,0.00014176437928216121,0.00014176437928216121
0.001,1.9561955337781355e-12,8.6522189463614275e-09,1.9561955336511269e-12,8.6522189461024422e-09,0.14860932137639982,-0.074293104852576453,-0.50552941127156459,-1.125354118787007e-10,-0.5055967310447621,-6.1661187426413767e-09,0.089165592825956347,0.027561297767214259,-0.072131774031764767,-0.072141185787669565,-0.50552941127156437,-1.1253541187537378e-10,-0.50559673104476199,-6.1661187426102118e-09,0.00015707964347342438,0.00015707964347342438
0.0010500000000000002,2.4989455950471267e-12,1.0717022276010776e-08,2.4989455942097319e-12,1.0717022272344667e-08,0.16352256765680701,-0.08174743749948761,-0.50552967869514021,-1.3935613191659702e-10,-0.5056037417417214,-7.3923377671057917e-09,0.098113540594318524,0.030327874924288505,-0.079369883084556003,-0.079381160353647118,-0.50552967869513998,-1.3935613186892978e-10,-0.50560374174172129,-7.3923377648869137e-09,0.00017318030582422116,0.00017318030582422116
0.0011000000000000001,3.2250166725872454e-12,1.3307365554613783e-08,3.2250166696727755e-12,1.3307365540880722e-08,0.17910794915193304,-0.089537431570263962,-0.50552997347245587,-1.7298242762109011e-10,-0.50561108152372036,-8.8378523456843187e-09,0.10746476949148956,0.03321934044255901,-0.086934088014140515,-0.086947561616267779,-0.50552997347245565,-1.7298242744239679e-10,-0.50561108152372036,-8.8378523369813563e-09,0.00019006636633575686,0.00019006636633575686
0.00115,4.1116896355982754e-12,1.636656409874677e-08,4.1116896294849963e-12,1.6366564069481253e-08,0.19537035694035029,-0.097665566916040822,-0.50553029434466812,-2.1268161311387294e-10,-0.50561875153586255,-1.04839951929422e-08,0.11722221416443404,0.036236578569341184,-0.094826776972577395,-0.094842749781998831,-0.5055302943446679,-2.1268161273301355e-10,-0.50561875153586244,-1.0483995174229193e-08,0.0002077378250075901,0.0002077378250075901
0.0012000000000000001,5.1774777064736194e-12,1.9940808766667055e-08,5.1774776958401892e-12,1.9940808715430363e-08,0.21230580541091704,-0.10612982277142488,-0.50553064233757528,-2.5905073485455199e-10,-0.50562675084503317,-1.2345977789009287e-08,0.12738348324677526,0.039378868754831327,-0.10304600391776821,-0.10306480158086695,-0.50553064233757505,-2.5905073418771869e-10,-0.50562675084503317,-1.2345977756132491e-08,0.00022619468184008072,0.00022619468184008072
