"Time","aimc.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","loadInertia.w","aimc.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","loadInertia.phi","aimc.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","aimc.is[2]","transformer.l2sigma.inductor[1].i","aimc.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","aimc.is[1]","transformer.l2sigma.inductor[3].i"
2.0400996,-0.1173365,133.01024,0.32996017,137.21649,0.2149276,-298.69373,0.00054210128,0.28946766,-45.494854,0.01466138
2.0401995,-0.11865158,133.04695,0.32220435,137.2298,0.22571047,-307.01181,0.0010834523,0.28886604,-32.586498,0.014368573
2.0402994,-0.11996505,133.08377,0.31411734,137.2431,0.23624168,-314.99408,0.0016237333,0.28825241,-19.627577,0.014061586
2.0403996,-0.12127701,133.12071,0.30570716,137.25641,0.246511,-322.63284,0.0021624113,0.28762689,-6.6313429,0.013740721
2.0404994,-0.12258752,133.15778,0.29698211,137.26973,0.25650841,-329.92084,0.0026989547,0.28698954,6.3888831,0.013406294
2.0405996,-0.12389664,133.19495,0.28795093,137.28305,0.26622418,-336.85117,0.0032328337,0.2863405,19.419781,0.013058637
2.0406995,-0.12520446,133.23225,0.27862254,137.29637,0.27564889,-343.41727,0.0037635216,0.28567991,32.448063,0.012698092
2.0407996,-0.12651102,133.26968,0.26900622,137.30969,0.28477338,-349.61295,0.0042904946,0.28500786,45.460423,0.012325014
2.0408995,-0.12781642,133.30725,0.25911149,137.32303,0.29358873,-355.43243,0.0048132325,0.2843245,58.443588,0.011939772
2.0409997,-0.12912071,133.34494,0.24894817,137.33636,0.30208644,-360.87036,0.0053312192,0.28362992,71.384369,0.011542747
2.0410995,-0.13042393,133.38277,0.23852633,137.3497,0.31025821,-365.92163,0.0058439439,0.28292429,84.269577,0.011134329
2.0411997,-0.13172618,133.42073,0.22785631,137.36304,0.3180961,-370.58173,0.0063509005,0.2822077,97.086128,0.010714924
2.0412996,-0.13302746,133.45883,0.21694867,137.37639,0.32559255,-374.84634,0.0068515884,0.28148028,109.82104,0.010284943
2.0413995,-0.13432787,133.49707,0.20581424,137.38972,0.33274022,-378.71173,0.0073455134,0.2807422,122.46138,0.0098448116
2.0414996,-0.13562745,133.53545,0.19446404,137.40308,0.33953226,-382.1745,0.0078321882,0.27999359,134.99434,0.0093949642
2.0415995,-0.13692623,133.57397,0.18290929,137.41644,0.34596202,-385.2316,0.008311132,0.27923456,147.40729,0.0089358445
2.0416996,-0.13822427,133.61264,0.17116147,137.42979,0.3520233,-387.88049,0.0087818736,0.27846524,159.68764,0.0084679062
2.0417995,-0.13952161,133.65144,0.1592322,137.44316,0.35771027,-390.11905,0.0092439465,0.27768582,171.82303,0.0079916101
2.0418997,-0.1408183,133.69038,0.14713328,137.45653,0.36301735,-391.9455,0.0096968953,0.27689639,183.80122,0.0075074276
2.0419996,-0.14211436,133.72949,0.1348767,137.46989,0.3679395,-393.35849,0.010140274,0.27609715,195.61015,0.007015836
2.0420997,-0.14340983,133.76872,0.12247458,137.48328,0.37247196,-394.35721,0.010573643,0.27528819,207.23798,0.0065173199
2.0421996,-0.14470476,133.80811,0.10993921,137.49666,0.37661031,-394.9411,0.010996577,0.2744697,218.67299,0.0060123722
2.0422995,-0.14599915,133.84764,0.097282998,137.51004,0.38035065,-395.11014,0.011408657,0.27364179,229.90376,0.0055014906
2.0423996,-0.14729305,133.8873,0.084518462,137.52342,0.38368934,-394.86472,0.011809476,0.27280465,240.91902,0.0049851798
2.0424995,-0.14858647,133.92712,0.071658231,137.53682,0.3866232,-394.2056,0.012198639,0.27195841,251.70779,0.0044639492
2.0425997,-0.14987944,133.96707,0.058715045,137.55022,0.38914943,-393.13397,0.012575762,0.2711032,262.25928,0.0039383131
2.0426996,-0.15117198,134.00719,0.045701709,137.56361,0.39126569,-391.65149,0.012940474,0.2702392,272.56299,0.0034087903
2.0427997,-0.15246411,134.04742,0.032631088,137.57701,0.39296991,-389.76016,0.013292412,0.26936656,282.60864,0.0028759036
2.0428996,-0.15375581,134.0878,0.019516123,137.59042,0.39426056,-387.46246,0.013631231,0.26848543,292.38629,0.0023401789
2.0429997,-0.15504713,134.12833,0.0063697957,137.60384,0.39513642,-384.76123,0.013956596,0.26759595,301.88626,0.0018021449
2.0430996,-0.15633807,134.16898,-0.0067948946,137.61725,0.39559674,-381.65979,0.014268186,0.2666983,311.09915,0.0012623324
2.0431998,-0.15762861,134.20978,-0.019964918,137.63068,0.39564115,-378.16174,0.014565693,0.26579264,320.01584,0.00072127453
2.0432997,-0.15891878,134.2507,-0.033127241,137.64409,0.39526972,-374.27118,0.014848825,0.26487908,328.62759,0.00017950514
2.0433996,-0.16020857,134.29176,-0.046268847,137.65752,0.39448285,-369.99258,0.0151173,0.26395783,336.92593,-0.00036244118
2.0434997,-0.16149798,134.33295,-0.059376724,137.67096,0.39328143,-365.33081,0.015370854,0.26302901,344.90274,-0.00090402941
2.0435996,-0.16278699,134.37427,-0.072437912,137.68439,0.39166674,-360.29111,0.015609238,0.26209283,352.5502,-0.001444725
2.0436997,-0.1640756,134.41571,-0.085439473,137.69783,0.38964039,-354.87903,0.015832216,0.26114938,359.8609,-0.0019839944
2.0437996,-0.1653638,134.45728,-0.098368548,137.71127,0.38720453,-349.10059,0.016039567,0.26019883,366.82773,-0.0025213053
2.0438998,-0.16665158,134.49896,-0.11121235,137.72472,0.38436162,-342.96219,0.016231088,0.25924137,373.44397,-0.0030561276
2.0439997,-0.16793892,134.54076,-0.12395816,137.73817,0.38111448,-336.47049,0.016406588,0.25827715,379.70328,-0.003587933
2.0440998,-0.16922578,134.58267,-0.13659336,137.75163,0.37746647,-329.63254,0.016565895,0.25730631,385.59961,-0.0041161971
2.0441997,-0.17051217,134.62471,-0.14910544,137.76509,0.37342122,-322.45578,0.016708851,0.25632903,391.12738,-0.0046403985
2.0442998,-0.17179805,134.66684,-0.16148202,137.77856,0.36898279,-314.94794,0.016835317,0.25534543,396.28137,-0.0051600193
2.0443997,-0.17308339,134.70908,-0.17371087,137.79202,0.36415562,-307.1171,0.016945167,0.2543557,401.0567,-0.0056745471
2.0444996,-0.17436816,134.75142,-0.18577984,137.8055,0.35894454,-298.97162,0.017038289,0.25335997,405.44891,-0.0061834743
2.0445998,-0.17565233,134.79387,-0.197677,137.81898,0.35335475,-290.52017,0.017114598,0.25235841,409.45401,-0.0066862982
2.0446997,-0.17693587,134.8364,-0.20939058,137.83246,0.34739184,-281.77179,0.017174013,0.25135115,413.0683,-0.0071825222
2.0447998,-0.17821872,134.87903,-0.22090897,137.84595,0.34106174,-272.73578,0.017216478,0.25033838,416.28851,-0.0076716575
2.0448997,-0.17950088,134.92174,-0.23222074,137.85944,0.33437079,-263.42166,0.017241951,0.24932024,419.11185,-0.0081532206
2.0449998,-0.18078226,134.96452,-0.24331471,137.87294,0.32732558,-253.83926,0.017250406,0.24829687,421.53583,-0.0086267367
2.0450997,-0.18206285,135.0074,-0.25417989,137.88643,0.31993318,-243.99872,0.017241836,0.24726844,423.55844,-0.0090917386
2.0451999,-0.18334261,135.05035,-0.2648055,137.89993,0.3122009,-233.91034,0.017216247,0.24623507,425.1781,-0.0095477663
2.0452998,-0.18462144,135.09337,-0.27518097,137.91345,0.30413646,-223.58473,0.017173665,0.24519694,426.39359,-0.0099943699
2.0453997,-0.18589933,135.13644,-0.28529608,137.92696,0.29574782,-213.03268,0.017114135,0.24415417,427.2041,-0.01043111
2.0454998,-0.18717623,135.1796,-0.29514077,137.94048,0.2870433,-202.26523,0.017037712,0.24310693,427.60928,-0.010857554
2.0455997,-0.18845206,135.22279,-0.30470526,137.95399,0.27803159,-191.29359,0.016944472,0.24205534,427.60919,-0.011273283
2.0456998,-0.18972677,135.26605,-0.31398007,137.96751,0.26872161,-180.1292,0.01683451,0.24099956,427.20425,-0.011677884
2.0457997,-0.19100031,135.30936,-0.322956,137.98105,0.25912258,-168.78362,0.016707931,0.23993973,426.39539,-0.012070959
2.0458999,-0.1922726,135.35271,-0.33162409,137.99458,0.24924402,-157.26866,0.016564863,0.238876,425.18381,-0.012452121
2.0459998,-0.19354358,135.3961,-0.33997583,138.00812,0.23909572,-145.59622,0.016405445,0.23780848,423.57129,-0.012820993
2.0460999,-0.19481319,135.43951,-0.34800282,138.02167,0.22868773,-133.77835,0.016229834,0.23673734,421.55984,-0.01317721
2.0461998,-0.19608137,135.48297,-0.35569713,138.0352,0.21803036,-121.82728,0.016038204,0.23566268,419.15201,-0.013520421
2.0462999,-0.19734803,135.52644,-0.36305112,138.04877,0.2071342,-109.7553,0.015830746,0.23458467,416.35068,-0.013850288
2.0463998,-0.19861311,135.56995,-0.3700574,138.06232,0.19600999,-97.574814,0.015607662,0.23350343,413.15918,-0.014166486
2.0464997,-0.19987653,135.61345,-0.37670907,138.07588,0.18466879,-85.298347,0.015369174,0.23241907,409.58118,-0.0144687
2.0465999,-0.20113821,135.65698,-0.38299945,138.08945,0.17312181,-72.938492,0.015115516,0.23133175,405.62076,-0.014756635
2.0466998,-0.20239809,135.7005,-0.3889223,138.10301,0.16138047,-60.507874,0.01484694,0.23024158,401.28238,-0.015030004
2.0467999,-0.20365608,135.74403,-0.39447168,138.11658,0.14945641,-48.019211,0.014563709,0.22914869,396.57089,-0.01528854
2.0468998,-0.2049121,135.78755,-0.39964205,138.13016,0.13736142,-35.485252,0.014266105,0.22805318,391.49155,-0.015531986
2.0469999,-0.20616606,135.83107,-0.40442821,138.14374,0.12510748,-22.918741,0.01395442,0.22695521,386.04987,-0.015760101
2.0470998,-0.20741791,135.87457,-0.40882543,138.15733,0.11270672,-10.33248,0.013628961,0.22585486,380.25183,-0.015972663
2.0472,-0.20866752,135.91805,-0.41282925,138.17091,0.1001714,2.2607524,0.013290051,0.22475226,374.10376,-0.01616946
2.0472999,-0.20991483,135.9615,-0.41643563,138.18451,0.087513939,14.848208,0.012938024,0.22364755,367.61224,-0.016350297
2.0473998,-0.21115975,136.00494,-0.41964096,138.1981,0.074746847,27.417133,0.012573226,0.2225408,360.78433,-0.016514998
2.0474999,-0.21240219,136.04834,-0.42244199,138.21172,0.061882772,39.954826,0.012196019,0.22143215,353.62729,-0.016663397
2.0475998,-0.21364208,136.09169,-0.42483586,138.22533,0.04893443,52.448658,0.011806774,0.22032169,346.14877,-0.01679535
2.0476999,-0.21487929,136.13501,-0.42682013,138.23894,0.035914641,64.886032,0.011405876,0.21920954,338.35675,-0.016910728
2.0477998,-0.21611375,136.17827,-0.42839277,138.25255,0.022836285,77.254456,0.010993721,0.21809578,330.25949,-0.017009413
2.0479,-0.21734537,136.22148,-0.42955211,138.26617,0.0097123012,89.541519,0.010570714,0.21698052,321.86554,-0.017091312
2.0479999,-0.21857406,136.26463,-0.43029693,138.2798,-0.003444321,101.73492,0.010137274,0.21586387,313.18375,-0.01715634
2.0481,-0.21979973,136.30774,-0.43062645,138.29343,-0.016620561,113.82245,0.0096938284,0.21474592,304.22327,-0.017204437
2.0481999,-0.22102226,136.35075,-0.43054017,138.30705,-0.029803386,125.79208,0.0092408145,0.21362676,294.99347,-0.017235553
2.0483,-0.22224158,136.39371,-0.43003815,138.32069,-0.042979747,137.63187,0.0087786801,0.21250646,285.504,-0.017249657
2.0483999,-0.22345759,136.4366,-0.42912075,138.33434,-0.056136601,149.33005,0.0083078807,0.21138515,275.7648,-0.017246736
2.0484998,-0.22467019,136.4794,-0.42778879,138.34799,-0.069260933,160.87505,0.007828881,0.21026288,265.78595,-0.017226793
2.0486,-0.22587927,136.52211,-0.42604351,138.36163,-0.082339749,172.25542,0.0073421546,0.20913975,255.57788,-0.017189847
2.0486999,-0.22708476,136.56474,-0.42388651,138.37529,-0.0953601,183.45993,0.0068481811,0.20801583,245.15115,-0.017135937
2.0488,-0.22828653,136.60727,-0.42131978,138.38895,-0.1083091,194.47754,0.0063474476,0.20689121,234.51653,-0.017065112
2.0488999,-0.22948451,136.6497,-0.41834581,138.40262,-0.12117393,205.29744,0.0058404496,0.20576595,223.68501,-0.016977444
2.049,-0.23067859,136.69205,-0.41496742,138.41628,-0.13394186,215.909,0.0053276862,0.20464014,212.66777,-0.016873021
2.0490999,-0.23186868,136.73427,-0.41118783,138.42995,-0.14660023,226.30186,0.0048096641,0.20351383,201.4761,-0.016751943
2.0492001,-0.23305467,136.77638,-0.40701064,138.44363,-0.1591365,236.4659,0.004286895,0.20238711,190.12154,-0.016614331
2.0493,-0.23423646,136.81839,-0.40243989,138.45731,-0.17153829,246.39122,0.0037598938,0.20126003,178.61566,-0.016460322
2.0493999,-0.23541397,136.86029,-0.39747998,138.47099,-0.18379328,256.06821,0.0032291815,0.20013264,166.97026,-0.016290067
2.0495,-0.23658708,136.90205,-0.39213568,138.48468,-0.19588932,265.48752,0.0026952815,0.19900504,155.19722,-0.016103733
2.0495999,-0.23775572,136.94371,-0.38641217,138.49838,-0.20781447,274.64008,0.0021587207,0.19787724,143.30855,-0.015901504
2.0497,-0.23891975,136.98523,-0.38031498,138.51207,-0.21955687,283.51709,0.001620029,0.19674931,131.3163,-0.015683582
2.0497999,-0.2400791,137.02661,-0.37385002,138.52577,-0.23110488,292.11011,0.0010797377,0.19562133,119.23266,-0.015450181
2.0499001,-0.24123369,137.06787,-0.36702353,138.53947,-0.24244708,300.41092,0.00053838035,0.19449331,107.06989,-0.015201529
2.05,-0.24238339,137.10898,-0.35984218,138.55319,-0.2535722,308.41168,-3.5090336e-06,0.19336532,94.840286,-0.014937874
