"time","constantSpeedE.phi","constantSpeedM.phi","smeeE.is[1]","smeeE.is[2]","smeeE.idq_dr[1]","smeeE.idq_rr[2]","smeeE.idq_sr[1]","smeeE.idq_sr[2]","smeeM.is[1]","smeeM.is[2]","smeeM.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","smeeM.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","smeeM.stator.stray.port_p.Phi.im","smeeM.stator.stray.port_p.Phi.re"
0.0050000000000000001,-0.78592176217304699,-0.78592176217304699,0.64212568106619428,1.1893107077805727,-2.3666366521675157,-0.60500896118105396,-1.7447006254385473,0.6402989862607662,0.64238322702655837,1.1900043506955602,9.9153337112147595e-05,0.45022930542089756,0.0005554440011420862,0.00020447693188120017
0.0054999999999999997,-0.70743430571086219,-0.70743430571086219,0.35560579419439897,1.5904055424456229,-2.557178401683982,-0.6296688376392171,-1.9617560958591833,0.66836862243169992,0.35588421089320965,1.5910906754484488,-0.070313502269615788,0.44471554847649475,0.00065021259270387399,0.00011328146266402603
0.0060000000000000001,-0.62894684924867728,-0.62894684924867728,-0.015522032940077474,1.9941152480314701,-2.7389905185100787,-0.64923281465698024,-2.1870523258681991,0.69126495287776302,-0.015229707060587128,1.9948003762990834,-0.13899711421256322,0.4282580179232261,0.00073039519951086204,-4.8477663210677183e-06
0.0065000000000000006,-0.55045939278649236,-0.55045939278649236,-0.46342100096987959,2.379030594315378,-2.912080737516114,-0.66418602111073033,-2.420617888317441,0.70946893992724314,-0.4631213542987509,2.3797194055522972,-0.2042616148277073,0.40126191728282123,0.00078956131928070955,-0.00014741610557611804
0.0070000000000000001,-0.47197193632430756,-0.47197193632430756,-0.97584783582487289,2.7228244281933174,-3.0765017361335931,-0.67503193424153385,-2.6624347898874356,0.72348257943974748,-0.97554745480930838,2.7235214735890296,-0.26450112676097381,0.3643917301762456,0.000821754890230395,-0.00031052639930723738
0.0074999999999999997,-0.39348447986212276,-0.39348447986212276,-1.536462351432073,3.0031907212073472,-3.2323532908748502,-0.68228365411344849,-2.9124360494111032,0.73381994301675646,-1.5361683881965571,3.0039009237325747,-0.31823346712592715,0.31855486313584847,0.00082178024527655995,-0.00048897758480598308
0.0080000000000000002,-0.31499702339993768,-0.31499702339993768,-2.1253144622243076,3.1988133265124015,-3.3797830206239463,-0.68645528309000481,-3.1705047304822496,0.74099829231718173,-2.1250315810171339,3.1995370119360733,-0.36413660840365941,0.26487931153863437,0.00078546769966837064,-0.00067641856069052442
0.0085000000000000006,-0.23650956693775274,-0.23650956693775274,-2.7194935073384476,3.2903279979244107,-3.5189857923091385,-0.68805360790108816,-3.4364743559845778,0.74552947047242057,-2.7192273120424089,3.2910669879098315,-0.40108119286545618,0.20468589460087577,0.00070991068801926429,-0.00086555693620407408
0.0090000000000000011,-0.15802211047556772,-0.15802211047556772,-3.2939187160678665,3.2612410627406927,-3.6502018942083096,-0.68757026097973328,-3.7101306011807189,0.74791175489660799,-3.2936750552306431,3.2619969356225331,-0.4281583106884263,0.13945575573604946,0.00059365603489782109,-0.0010484093319568562
0.0094999999999999998,-0.079534654013382985,-0.079534654013382985,-3.8222443152499093,3.0987692492786025,-3.7737140973311192,-0.68547451691110228,-3.9912141458084158,0.74862233481032803,-3.8220252450131733,3.0995397986861613,-0.44470185341140606,0.070793917505610524,0.00043684625014791102,-0.0012165884207317177
0.01,-0.0010471975511980175,-0.0010471975511980175,-4.2778483212480518,2.7945674955853907,-3.8898437447852139,-0.68220685656104474,-4.2794245450065151,0.74811055339851107,-4.2776580244184697,2.7953523053319116,-0.45030488729920709,0.00038978857472542867,0.0002413068413440019,-0.0013616208388858219
