"Time","aimc.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","PI.x","loadInertia.w","aimc.airGap.V_mrr.re","aimc.airGap.V_mrr.im","aimc.stator.port_p.V_m.im","aimc.airGap.V_msr.re","aimc.is[2]","aimc.stator.core.Phi.im","aimc.stator.core.Phi.re","aimc.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","powerSensor.flange_a.phi","aimc.is[1]","aimc.stator.port_p.V_m.re","aimc.airGap.V_msr.im"
4.5272985,1.1254666,49.466637,157.01015,0.23432279,-0.18643089,-2.178709,4.8424644,-5.6326962,0.55668473,-1.7103703,1.3511806,710.97418,8.1589766,7.6395721,6.297648
4.5273986,1.1254532,49.711353,157.00998,0.23480946,-0.18673815,-1.9371089,4.8419008,-5.4356761,0.50268483,-1.7270111,1.3511909,710.98987,8.2113743,7.7043223,6.2980132
4.5274982,1.12544,49.955864,157.00983,0.23529784,-0.18704665,-1.6935896,4.8413358,-5.2332664,0.44818887,-1.7419475,1.3512014,711.00562,8.2556324,7.761435,6.2983794
4.5275984,1.1254267,50.200169,157.00966,0.23578793,-0.18735637,-1.4483926,4.8407683,-5.0256686,0.39325067,-1.7551647,1.3512119,711.0213,8.2917061,7.8108525,6.2987475
4.5276985,1.1254133,50.444256,157.00951,0.2362797,-0.18766728,-1.2017611,4.840199,-4.813087,0.33792445,-1.7666497,1.3512224,711.03699,8.3195591,7.8525262,6.2991166
4.5277987,1.1253999,50.688129,157.00934,0.23677315,-0.1879794,-0.95393944,4.8396282,-4.5957336,0.2822648,-1.7763911,1.3512329,711.05267,8.3391647,7.8864145,6.2994871
4.5278983,1.1253866,50.931786,157.00919,0.23726822,-0.18829271,-0.70517355,4.8390551,-4.3738236,0.22632669,-1.7843795,1.3512435,711.06842,8.350503,7.9124842,6.299859
4.5279984,1.1253731,51.175213,157.00902,0.23776494,-0.18860722,-0.45570982,4.8384805,-4.1475759,0.17016529,-1.7906067,1.351254,711.08411,8.3535624,7.9307089,6.3002319
4.5280986,1.1253597,51.418415,157.00887,0.23826326,-0.18892291,-0.20579575,4.837904,-3.9172158,0.11383604,-1.7950668,1.3512646,711.09979,8.34834,7.9410706,6.3006067
4.5281982,1.1253462,51.661385,157.00871,0.23876317,-0.18923977,0.044320878,4.8373256,-3.6829715,0.057394538,-1.7977554,1.3512752,711.11548,8.3348408,7.9435592,6.3009825
4.5282984,1.1253326,51.904114,157.00854,0.23926464,-0.18955782,0.29439214,4.8367457,-3.4450746,0.00089646864,-1.7986696,1.3512858,711.13123,8.3130779,7.9381719,6.3013592
4.5283985,1.1253191,52.14661,157.00839,0.23976767,-0.18987703,0.54417002,4.836164,-3.2037613,-0.055602394,-1.7978088,1.3512964,711.14691,8.2830715,7.9249139,6.3017378
4.5284986,1.1253055,52.388859,157.00824,0.24027224,-0.19019742,0.79340684,4.8355803,-2.9592712,-0.11204629,-1.7951736,1.3513072,711.1626,8.244854,7.9037986,6.3021173
4.5285983,1.1252919,52.630863,157.00809,0.24077831,-0.19051895,1.0418555,4.8349953,-2.7118459,-0.16837952,-1.7907668,1.3513178,711.17828,8.1984606,7.874846,6.3024983
4.5286984,1.1252782,52.872616,157.00792,0.24128589,-0.19084162,1.2892696,4.8344083,-2.4617312,-0.22454648,-1.7845927,1.3513284,711.19403,8.143939,7.8380857,6.3028803
4.5287986,1.1252646,53.114113,157.00777,0.24179493,-0.19116542,1.5354036,4.8338203,-2.2091749,-0.28049174,-1.7766573,1.3513391,711.20972,8.0813417,7.7935543,6.3032637
4.5288982,1.1252509,53.355358,157.00761,0.24230543,-0.19149034,1.7800138,4.83323,-1.9544274,-0.33616009,-1.7669686,1.3513498,711.2254,8.0107307,7.7412949,6.3036485
4.5289984,1.1252372,53.59634,157.00746,0.24281736,-0.19181637,2.0228574,4.8326383,-1.6977412,-0.3914966,-1.755536,1.3513606,711.24109,7.9321771,7.6813598,6.3040342
4.5290985,1.1252234,53.837055,157.00731,0.2433307,-0.19214353,2.2636936,4.8320451,-1.4393709,-0.44644666,-1.742371,1.3513713,711.25684,7.845758,7.6138086,6.3044214
4.5291986,1.1252097,54.077507,157.00716,0.24384542,-0.19247179,2.5022836,4.83145,-1.1795727,-0.500956,-1.7274863,1.3513821,711.27252,7.7515588,7.5387077,6.3048096
4.5292983,1.1251959,54.317692,157.007,0.24436153,-0.19280113,2.7383904,4.8308535,-0.91860408,-0.55497086,-1.7108967,1.3513929,711.28821,7.6496725,7.4561319,6.3051991
4.5293984,1.125182,54.557598,157.00685,0.24487898,-0.19313158,2.9717805,4.8302555,-0.65672398,-0.60843796,-1.6926187,1.3514037,711.30389,7.5402007,7.3661628,6.3055902
4.5294986,1.1251682,54.797234,157.0067,0.24539778,-0.19346312,3.2022221,4.8296561,-0.39419198,-0.66130447,-1.6726702,1.3514146,711.31964,7.4232516,7.2688899,6.3059821
4.5295982,1.1251543,55.036587,157.00655,0.24591787,-0.19379571,3.4294868,4.8290553,-0.13126838,-0.7135182,-1.6510711,1.3514254,711.33533,7.2989411,7.1644096,6.306375
4.5296984,1.1251403,55.275661,157.00639,0.24643925,-0.19412936,3.6533489,4.8284526,0.13178599,-0.7650277,-1.6278425,1.3514363,711.35101,7.1673923,7.052825,6.3067698
4.5297985,1.1251264,55.51445,157.00624,0.24696191,-0.19446404,3.8735864,4.8278489,0.3947103,-0.81578213,-1.6030074,1.3514471,711.3667,7.0287356,6.9342475,6.3071651
4.5298986,1.1251124,55.752953,157.0061,0.2474858,-0.19479978,4.0899811,4.8272438,0.65724385,-0.86573136,-1.5765903,1.3514581,711.38239,6.8831081,6.8087935,6.3075619
4.5299983,1.1250983,55.991161,157.00595,0.24801093,-0.19513655,4.3023181,4.8266368,0.91912621,-0.9148261,-1.5486172,1.3514689,711.39813,6.7306547,6.6765885,6.3079596
4.5300984,1.1250844,56.229084,157.0058,0.24853726,-0.19547434,4.5103874,4.8260288,1.1800977,-0.96301788,-1.5191159,1.3514799,711.41382,6.5715261,6.5377636,6.3083587
4.5301986,1.1250703,56.466709,157.00565,0.24906476,-0.19581313,4.7139816,4.8254194,1.4398996,-1.0102592,-1.4881154,1.3514909,711.4295,6.40588,6.3924551,6.3087587
4.5302987,1.1250561,56.704037,157.00551,0.24959344,-0.19615296,4.9129,4.8248086,1.6982739,-1.0565034,-1.4556464,1.3515018,711.44519,6.2338805,6.2408085,6.3091598
4.5303984,1.1250421,56.941063,157.00536,0.25012326,-0.19649377,5.1069441,4.8241968,1.9549646,-1.1017048,-1.4217408,1.3515129,711.46094,6.0556989,6.082974,6.3095622
4.5304985,1.1250279,57.177788,157.00522,0.25065419,-0.19683556,5.2959218,4.8235831,2.2097173,-1.1458189,-1.3864321,1.3515239,711.47662,5.8715105,5.9191074,6.3099656
4.5305986,1.1250137,57.414211,157.00507,0.25118622,-0.19717832,5.4796462,4.8229685,2.4622788,-1.188802,-1.349755,1.3515348,711.49231,5.681499,5.7493715,6.3103704
4.5306983,1.1249995,57.650326,157.00493,0.25171933,-0.19752203,5.6579347,4.8223529,2.7123988,-1.2306119,-1.3117461,1.3515459,711.508,5.4858522,5.5739355,6.3107762
4.5307984,1.1249852,57.886135,157.00478,0.2522535,-0.19786669,5.8306103,4.8217354,2.9598293,-1.2712072,-1.2724426,1.351557,711.52374,5.2847643,5.392972,6.3111825
4.5308986,1.1249709,58.121632,157.00464,0.25278869,-0.1982123,5.9975014,4.8211169,3.204325,-1.3105478,-1.2318834,1.3515681,711.53943,5.0784349,5.2066607,6.3115902
4.5309987,1.1249567,58.356815,157.00449,0.2533249,-0.19855884,6.1584435,4.8204975,3.4456429,-1.348595,-1.1901085,1.3515793,711.55511,4.8670683,5.0151877,6.3119993
4.5310984,1.1249423,58.591686,157.00435,0.25386208,-0.1989063,6.3132758,4.8198771,3.6835439,-1.3853112,-1.1471591,1.3515904,711.5708,4.6508737,4.8187413,6.3124089
4.5311985,1.1249279,58.826237,157.00421,0.25440025,-0.19925468,6.4618459,4.8192549,3.9177921,-1.4206601,-1.1030777,1.3516015,711.58655,4.4300656,4.617517,6.31282
4.5312986,1.1249136,59.060474,157.00406,0.25493935,-0.19960395,6.6040053,4.8186321,4.1481552,-1.4546069,-1.0579077,1.3516127,711.60223,4.204864,4.411715,6.3132319
4.5313983,1.1248991,59.294388,157.00392,0.2554794,-0.19995412,6.7396135,4.8180084,4.374404,-1.4871181,-1.0116936,1.3516239,711.61792,3.9754908,4.2015386,6.3136449
4.5314984,1.1248846,59.527981,157.00378,0.25602034,-0.20030515,6.868536,4.8173828,4.5963149,-1.5181615,-0.96448123,1.3516351,711.63361,3.7421744,3.987196,6.3140588
4.5315986,1.1248702,59.761253,157.00365,0.25656214,-0.20065704,6.9906445,4.8167572,4.8136673,-1.5477066,-0.91631711,1.3516463,711.64935,3.5051458,3.7689009,6.3144736
4.5316987,1.1248556,59.994202,157.00351,0.25710484,-0.20100978,7.1058187,4.8161297,5.0262456,-1.5757242,-0.86724871,1.3516576,711.66504,3.2646401,3.5468688,6.3148894
4.5317984,1.1248411,60.226822,157.00337,0.25764835,-0.20136337,7.2139435,4.8155017,5.2338386,-1.6021867,-0.81732446,1.3516688,711.68073,3.020896,3.3213205,6.3153062
4.5318985,1.1248266,60.459114,157.00323,0.25819269,-0.20171778,7.3149118,4.8148723,5.4362411,-1.6270679,-0.76659375,1.3516802,711.69641,2.7741549,3.0924795,6.3157239
4.5319986,1.1248119,60.691078,157.0031,0.2587378,-0.20207301,7.4086242,4.8142424,5.6332517,-1.6503433,-0.71510649,1.3516915,711.71216,2.5246618,2.8605731,6.3161426
4.5320983,1.1247972,60.92271,157.00296,0.25928369,-0.20242904,7.4949865,4.813611,5.8246751,-1.6719898,-0.66291362,1.3517028,711.72784,2.2726638,2.6258309,6.3165622
4.5321984,1.1247826,61.154015,157.00282,0.25983036,-0.20278589,7.5739141,4.8129792,6.0103211,-1.6919863,-0.61006653,1.3517141,711.74353,2.0184114,2.3884859,6.3169827
4.5322986,1.1247679,61.384983,157.00269,0.26037773,-0.20314352,7.6453285,4.8123465,6.1900058,-1.7103128,-0.55661756,1.3517256,711.75922,1.7621564,2.1487737,6.3174043
4.5323987,1.1247531,61.61562,157.00255,0.26092583,-0.20350191,7.7091584,4.8117127,6.3635511,-1.7269515,-0.50261927,1.3517369,711.77496,1.5041529,1.906932,6.3178267
4.5324984,1.1247383,61.845924,157.00243,0.26147461,-0.20386106,7.7653408,4.8110781,6.5307841,-1.7418857,-0.448125,1.3517483,711.79065,1.244657,1.6632006,6.3182497
4.5325985,1.1247236,62.07589,157.00229,0.26202404,-0.20422094,7.8138199,4.8104429,6.6915398,-1.7551007,-0.39318863,1.3517598,711.80634,0.98392612,1.4178215,6.3186741
4.5326986,1.1247088,62.305523,157.00215,0.26257411,-0.20458154,7.8545475,4.8098063,6.8456573,-1.7665837,-0.33786428,1.3517712,711.82202,0.72221869,1.1710379,6.3190989
4.5327988,1.1246939,62.534817,157.00203,0.26312482,-0.20494288,7.8874836,4.8091693,6.9929852,-1.7763231,-0.28220659,1.3517827,711.83771,0.45979443,0.92309463,6.3195243
4.5328984,1.124679,62.763771,157.00189,0.26367611,-0.20530492,7.9125953,4.8085318,7.1333766,-1.7843095,-0.2262705,1.3517942,711.85345,0.1969137,0.67423779,6.3199511
4.5329986,1.1246641,62.99239,157.00177,0.26422799,-0.20566766,7.9298573,4.8078933,7.2666922,-1.7905349,-0.17011118,1.3518057,711.86914,-0.066162862,0.42471412,6.3203783
4.5330987,1.124649,63.220665,157.00163,0.26478043,-0.20603108,7.9392533,4.8072538,7.3927994,-1.7949932,-0.11378407,1.3518173,711.88483,-0.32917422,0.1747712,6.3208065
4.5331984,1.1246341,63.448605,157.00151,0.26533338,-0.20639519,7.9407735,4.8066139,7.5115738,-1.7976799,-0.057344772,1.3518288,711.90051,-0.5918594,-0.075342976,6.3212357
4.5332985,1.1246191,63.676201,157.00137,0.26588687,-0.20675994,7.9344163,4.8059735,7.6228967,-1.7985924,-0.0008489691,1.3518404,711.91626,-0.85395795,-0.32538038,6.3216653
4.5333986,1.124604,63.903461,157.00125,0.26644084,-0.20712535,7.9201884,4.8053322,7.7266579,-1.79773,0.055647571,1.3518519,711.93195,-1.1152098,-0.57509291,6.3220959
4.5334988,1.124589,64.130379,157.00113,0.26699531,-0.20749137,7.8981037,4.8046904,7.8227544,-1.7950933,0.11208909,1.3518636,711.94763,-1.3753558,-0.82423288,6.3225274
4.5335984,1.1245738,64.356949,157.00099,0.2675502,-0.207858,7.8681841,4.8040481,7.9110913,-1.7906851,0.16841988,1.3518752,711.96332,-1.6341379,-1.0725532,6.3229589
4.5336986,1.1245587,64.583183,157.00087,0.26810554,-0.20822524,7.8304591,4.8034048,7.99158,-1.7845095,0.22458437,1.3518869,711.97906,-1.8912992,-1.3198073,6.3233919
4.5337987,1.1245435,64.809074,157.00075,0.26866126,-0.20859307,7.7849669,4.8027611,8.0641413,-1.7765728,0.28052711,1.3518986,711.99475,-2.1465847,-1.56575,6.3238254
4.5338984,1.1245283,65.034622,157.00063,0.26921737,-0.20896149,7.7317519,4.8021169,8.1287031,-1.7668829,0.33619291,1.3519102,712.01044,-2.3997412,-1.8101375,6.3242593
4.5339985,1.124513,65.259827,157.0005,0.26977387,-0.20933047,7.670867,4.8014722,8.1852016,-1.7554492,0.39152679,1.3519219,712.02612,-2.6505177,-2.0527272,6.3246942
4.5340986,1.1244978,65.484695,157.00038,0.2703307,-0.20970002,7.6023731,4.800827,8.2335796,-1.742283,0.44647419,1.3519337,712.04187,-2.898665,-2.2932785,6.3251295
4.5341988,1.1244825,65.709221,157.00026,0.27088785,-0.21007012,7.5263381,4.8001814,8.2737904,-1.7273973,0.50098085,1.3519455,712.05756,-3.1439371,-2.5315526,6.3255658
4.5342984,1.1244673,65.933395,157.00014,0.27144533,-0.21044073,7.4428372,4.7995353,8.3057928,-1.710807,0.55499297,1.3519572,712.07324,-3.3860908,-2.7673132,6.3260021
4.5343986,1.1244519,66.157234,157.00002,0.27200308,-0.21081184,7.351953,4.7988887,8.3295555,-1.6925281,0.60845733,1.351969,712.08893,-3.6248856,-3.0003266,6.3264399
4.5344987,1.1244365,66.380737,156.99991,0.2725611,-0.21118344,7.2537766,4.7982421,8.3450556,-1.6725789,0.66132104,1.3519809,712.10461,-3.8600848,-3.2303615,6.3268776
4.5345984,1.124421,66.603889,156.99979,0.27311933,-0.21155554,7.1484041,4.7975945,8.3522758,-1.6509792,0.71353203,1.3519927,712.12036,-4.091455,-3.4571896,6.3273163
4.5346985,1.1244056,66.826706,156.99966,0.27367783,-0.21192811,7.0359416,4.796947,8.3512115,-1.62775,0.76503867,1.3520045,712.13605,-4.3187666,-3.6805861,6.3277555
4.5347986,1.1243901,67.049179,156.99954,0.2742365,-0.21230114,6.9164996,4.796299,8.3418617,-1.6029145,0.81579024,1.3520164,712.15173,-4.5417938,-3.9003294,6.3281951
4.5348988,1.1243745,67.271309,156.99944,0.27479535,-0.21267462,6.7901969,4.7956505,8.3242369,-1.576497,0.8657366,1.3520284,712.16742,-4.7603159,-4.1162014,6.3286352
4.5349984,1.124359,67.493103,156.99931,0.27535436,-0.21304853,6.6571589,4.7950015,8.2983532,-1.5485237,0.91482848,1.3520403,712.18317,-4.9741158,-4.3279877,6.3290763
4.5350986,1.1243434,67.714561,156.99921,0.27591354,-0.21342289,6.517518,4.7943525,8.2642384,-1.5190222,0.9630174,1.3520523,712.19885,-5.1829815,-4.5354791,6.3295178
4.5351987,1.1243278,67.935677,156.99908,0.27647281,-0.21379764,6.3714123,4.7937031,8.2219238,-1.4880216,1.0102558,1.3520643,712.21454,-5.3867054,-4.7384686,6.3299594
4.5352988,1.1243122,68.156456,156.99898,0.2770322,-0.21417278,6.2189865,4.7930536,8.1714525,-1.4555526,1.0564971,1.3520762,712.23022,-5.5850859,-4.9367557,6.3304019
4.5353985,1.1242965,68.3769,156.99886,0.27759165,-0.21454827,6.0603929,4.7924042,8.112874,-1.4216471,1.1016957,1.3520882,712.24597,-5.777926,-5.1301432,6.3308449
4.5354986,1.1242808,68.597,156.99875,0.27815118,-0.21492416,5.8957882,4.7917542,8.0462475,-1.3863385,1.1458068,1.3521003,712.26166,-5.965034,-5.3184395,6.3312879
4.5355988,1.1242651,68.816772,156.99864,0.27871075,-0.21530038,5.7253356,4.7911038,7.9716387,-1.3496618,1.1887871,1.3521123,712.27734,-6.1462245,-5.5014577,6.3317318
4.5356984,1.1242493,69.036209,156.99854,0.27927035,-0.21567695,5.5492043,4.7904539,7.8891211,-1.3116533,1.230594,1.3521245,712.29303,-6.3213177,-5.6790166,6.3321762
4.5357985,1.1242335,69.25531,156.99843,0.27982995,-0.21605386,5.3675694,4.789803,7.7987771,-1.2723502,1.2711865,1.3521365,712.30878,-6.49014,-5.8509398,6.3326206
4.5358987,1.1242176,69.474075,156.99831,0.28038952,-0.21643107,5.1806107,4.7891526,7.7006955,-1.2317916,1.3105242,1.3521487,712.32446,-6.652524,-6.0170569,6.3330655
4.5359988,1.1242018,69.692513,156.9982,0.28094909,-0.2168086,4.9885144,4.7885017,7.5949745,-1.1900173,1.3485686,1.3521608,712.34015,-6.8083081,-6.1772032,6.3335114
4.5360985,1.1241859,69.910622,156.99809,0.28150856,-0.21718641,4.7914705,4.7878513,7.4817181,-1.1470687,1.3852819,1.352173,712.35583,-6.9573383,-6.3312197,6.3339572
4.5361986,1.1241699,70.128395,156.99799,0.28206798,-0.21756449,4.5896749,4.7872005,7.3610392,-1.1029881,1.4206281,1.3521851,712.37152,-7.0994663,-6.4789534,6.3344035
4.5362988,1.124154,70.34584,156.99789,0.28262731,-0.21794282,4.3833275,4.7865496,7.2330575,-1.057819,1.4545721,1.3521973,712.38727,-7.2345514,-6.6202583,6.3348503
4.5363984,1.124138,70.562965,156.99779,0.28318655,-0.2183214,4.1726332,4.7858987,7.0978999,-1.011606,1.4870805,1.3522096,712.40295,-7.3624592,-6.7549939,6.3352971
4.5364985,1.124122,70.779762,156.99768,0.28374565,-0.21870022,3.9578013,4.7852473,6.9557004,-0.96439475,1.5181212,1.3522217,712.41864,-7.4830632,-6.8830271,6.3357444
4.5365987,1.1241059,70.996231,156.99757,0.28430459,-0.21907924,3.7390447,4.7845964,6.8066001,-0.91623175,1.5476637,1.352234,712.43433,-7.5962439,-7.00423,6.3361921
4.5366988,1.1240898,71.212379,156.99747,0.28486335,-0.21945849,3.5165803,4.7839456,6.6507473,-0.86716461,1.5756786,1.3522464,712.45007,-7.7018881,-7.1184835,6.3366399
4.5367985,1.1240737,71.428207,156.99738,0.28542197,-0.21983793,3.2906294,4.7832947,6.4882956,-0.81724179,1.6021384,1.3522587,712.46576,-7.7998915,-7.2256732,6.3370881
4.5368986,1.1240577,71.643707,156.99727,0.28598034,-0.22021757,3.0614157,4.7826443,6.319407,-0.76651245,1.627017,1.352271,712.48145,-7.8901572,-7.3256941,6.3375368
4.5369987,1.1240414,71.858902,156.99718,0.28653854,-0.22059739,2.8291667,4.7819934,6.144249,-0.71502674,1.6502899,1.3522834,712.49713,-7.9725957,-7.4184461,6.3379855
4.5370984,1.1240252,72.073769,156.99707,0.28709647,-0.22097734,2.5941131,4.781343,5.9629951,-0.66283542,1.671934,1.3522958,712.51288,-8.0471239,-7.5038371,6.3384347
4.5371985,1.124009,72.288322,156.99698,0.28765416,-0.22135743,2.3564878,4.7806921,5.775825,-0.60999006,1.691928,1.3523082,712.52856,-8.1136694,-7.5817833,6.3388839
4.5372987,1.1239927,72.502563,156.99687,0.28821155,-0.22173765,2.1165268,4.7800422,5.5829248,-0.55654281,1.7102523,1.3523206,712.54425,-8.1721659,-7.6522069,6.3393335
4.5373988,1.1239763,72.716492,156.99678,0.28876868,-0.22211801,1.8744681,4.7793918,5.3844852,-0.50254637,1.7268885,1.3523329,712.55994,-8.2225552,-7.7150378,6.3397832
4.5374985,1.12396,72.930115,156.99669,0.28932551,-0.22249845,1.6305518,4.7787418,5.1807041,-0.44805402,1.7418205,1.3523455,712.57562,-8.2647867,-7.7702146,6.3402333
4.5375986,1.1239437,73.143425,156.99658,0.28988197,-0.22287899,1.3850201,4.7780924,4.9717827,-0.3931196,1.7550334,1.352358,712.59137,-8.2988186,-7.8176823,6.3406835
4.5376987,1.1239272,73.35643,156.99649,0.29043812,-0.22325961,1.1381165,4.7774425,4.7579288,-0.33779731,1.7665142,1.3523704,712.60706,-8.3246183,-7.8573933,6.3411341
4.5377989,1.1239109,73.56913,156.9964,0.2909939,-0.22364031,0.89008582,4.776793,4.5393543,-0.28214172,1.7762516,1.3523829,712.62274,-8.3421593,-7.8893089,6.3415842
4.5378985,1.1238945,73.781525,156.99631,0.2915493,-0.22402108,0.64117432,4.776144,4.3162766,-0.22620781,1.7842358,1.3523955,712.63843,-8.3514242,-7.9133973,6.3420353
4.5379987,1.1238779,73.993622,156.99622,0.2921043,-0.22440189,0.39162889,4.7754951,4.0889158,-0.17005073,1.7904593,1.3524081,712.65417,-8.3524036,-7.929635,6.3424859
4.5380988,1.1238614,74.205414,156.99612,0.2926589,-0.22478272,0.14169709,4.7748466,3.8574989,-0.11372591,1.7949157,1.3524207,712.66986,-8.3450975,-7.9380054,6.342937
4.5381985,1.1238449,74.416916,156.99603,0.29321307,-0.22516356,-0.10837306,4.7741985,3.6222546,-0.057288971,1.7976006,1.3524333,712.68555,-8.3295126,-7.9385009,6.3433881
4.5382986,1.1238283,74.62812,156.99594,0.2937668,-0.22554441,-0.35833356,4.7735505,3.3834164,-0.00079558295,1.7985115,1.3524458,712.70123,-8.3056631,-7.9311209,6.3438392
4.5383987,1.1238116,74.839035,156.99585,0.29432008,-0.22592525,-0.60793638,4.772903,3.1412213,0.055698492,1.7976474,1.3524586,712.71692,-8.2735748,-7.9158726,6.3442903
4.5384989,1.123795,75.04966,156.99577,0.29487285,-0.22630608,-0.85693395,4.7722559,2.8959098,0.11213749,1.7950091,1.3524712,712.73267,-8.2332792,-7.8927712,6.3447418
4.5385985,1.1237783,75.259995,156.99568,0.29542515,-0.22668688,-1.1050792,4.7716088,2.6477251,0.16846572,1.7905995,1.3524839,712.74835,-8.1848145,-7.8618402,6.3451934
4.5386987,1.1237615,75.470039,156.99559,0.29597694,-0.22706765,-1.352126,4.7709622,2.3969131,0.2246276,1.7844225,1.3524966,712.76404,-8.128231,-7.8231096,6.3456445
4.5387988,1.1237448,75.67981,156.99551,0.29652819,-0.22744837,-1.5978292,4.7703161,2.1437232,0.28056768,1.7764845,1.3525094,712.77972,-8.0635834,-7.7766185,6.346096
4.5388985,1.123728,75.88929,156.99542,0.29707891,-0.22782904,-1.8419453,4.7696705,1.8884062,0.33623075,1.7667933,1.3525221,712.79547,-7.9909363,-7.7224131,6.3465476
4.5389986,1.1237112,76.098495,156.99535,0.29762909,-0.22820961,-2.0842319,4.7690253,1.6312153,0.39156193,1.7553583,1.3525349,712.81116,-7.9103618,-7.6605473,6.3469992
4.5390987,1.1236944,76.307426,156.99525,0.29817867,-0.2285901,-2.3244488,4.7683806,1.372406,0.44650656,1.7421911,1.3525478,712.82684,-7.8219399,-7.5910821,6.3474507
4.5391989,1.1236776,76.516083,156.99518,0.29872766,-0.22897048,-2.5623577,4.7677364,1.1122348,0.50101042,1.7273045,1.3525605,712.84253,-7.7257586,-7.5140867,6.3479028
4.5392985,1.1236607,76.724464,156.99509,0.29927605,-0.22935076,-2.7977226,4.7670927,0.85095996,0.55501974,1.7107131,1.3525734,712.85828,-7.6219125,-7.4296379,6.3483539
4.5393987,1.1236438,76.932579,156.99501,0.29982382,-0.22973092,-3.0303099,4.766449,0.58884054,0.60848117,1.6924336,1.3525863,712.87396,-7.5105057,-7.3378191,6.3488054
4.5394988,1.1236268,77.140427,156.99493,0.30037096,-0.23011094,-3.2598891,4.7658067,0.32613662,0.66134202,1.6724837,1.3525991,712.88965,-7.3916478,-7.2387223,6.349257
4.5395985,1.1236098,77.348015,156.99486,0.30091748,-0.23049082,-3.4862325,4.7651644,0.063108735,0.71355009,1.6508832,1.352612,712.90533,-7.2654572,-7.1324449,6.3497086
4.5396986,1.1235927,77.555336,156.99477,0.30146328,-0.23087056,-3.7091157,4.7645226,-0.19998212,0.76505381,1.6276535,1.352625,712.92102,-7.1320591,-7.019093,6.3501596
4.5397987,1.1235757,77.762405,156.99469,0.30200845,-0.23125015,-3.9283173,4.7638812,-0.46287495,0.81580245,1.6028175,1.352638,712.93677,-6.9915862,-6.8987789,6.3506112
4.5398989,1.1235586,77.969208,156.99461,0.30255288,-0.23162955,-4.14362,4.7632408,-0.72530901,0.86574584,1.5763997,1.3526509,712.95245,-6.8441768,-6.7716222,6.3510623
4.5399985,1.1235415,78.175766,156.99454,0.30309665,-0.23200876,-4.3548107,4.7626009,-0.98702395,0.91483474,1.5484262,1.3526639,712.96814,-6.6899781,-6.6377492,6.3515134
4.5400987,1.1235244,78.382072,156.99446,0.30363965,-0.23238777,-4.5616794,4.7619615,-1.2477602,0.96302068,1.5189245,1.352677,712.98383,-6.5291429,-6.4972925,6.3519645
4.5401988,1.1235073,78.588127,156.99438,0.30418193,-0.23276657,-4.7640214,4.7613225,-1.507259,1.0102562,1.4879239,1.35269,712.99957,-6.3618307,-6.3503919,6.3524156
4.5402989,1.12349,78.793945,156.99431,0.30472347,-0.23314515,-4.9616356,4.7606845,-1.7652631,1.0564945,1.4554547,1.352703,713.01526,-6.1882071,-6.1971927,6.3528662
4.5403986,1.1234728,78.999512,156.99425,0.30526423,-0.2335235,-5.1543264,4.7600474,-2.0215166,1.1016901,1.4215493,1.3527161,713.03094,-6.0084453,-6.0378475,6.3533168
4.5404987,1.1234555,79.204842,156.99417,0.30580422,-0.23390162,-5.3419027,4.7594104,-2.2757649,1.1457982,1.386241,1.3527292,713.04663,-5.8227224,-5.8725142,6.3537674
4.5405989,1.1234382,79.409943,156.99409,0.30634341,-0.2342795,-5.524178,4.7587743,-2.5277565,1.1887755,1.3495646,1.3527423,713.06232,-5.6312237,-5.7013564,6.3542175
4.5406985,1.123421,79.614799,156.99403,0.30688179,-0.23465712,-5.7009726,4.7581391,-2.7772408,1.2305795,1.3115565,1.3527555,713.07806,-5.4341388,-5.5245452,6.3546677
4.5407987,1.1234035,79.819435,156.99396,0.30741936,-0.23503448,-5.8721104,4.7575045,-3.0239708,1.2711691,1.2722539,1.3527687,713.09375,-5.2316632,-5.3422551,6.3551178
4.5408988,1.1233861,80.023842,156.99388,0.30795607,-0.23541155,-6.0374217,4.7568703,-3.2677014,1.3105038,1.2316958,1.3527819,713.10944,-5.0239978,-5.1546669,6.3555675
4.5409989,1.1233687,80.22802,156.99382,0.30849195,-0.23578835,-6.196743,4.756237,-3.5081911,1.3485453,1.1899221,1.352795,713.12512,-4.8113489,-4.9619675,6.3560171
4.5410986,1.1233513,80.431976,156.99374,0.30902696,-0.23616482,-6.349916,4.7556047,-3.7452016,1.3852558,1.1469742,1.3528082,713.14087,-4.5939269,-4.7643476,6.3564663
4.5411987,1.1233338,80.635719,156.99368,0.3095611,-0.23654099,-6.496789,4.7549729,-3.9784973,1.420599,1.1028944,1.3528215,713.15656,-4.3719473,-4.5620031,6.3569155
4.5412989,1.1233163,80.839249,156.99362,0.31009436,-0.23691685,-6.6372166,4.7543421,-4.2078471,1.4545403,1.0577263,1.3528348,713.17224,-4.1456313,-4.3551354,6.3573647
4.5413985,1.1232988,81.042557,156.99355,0.31062669,-0.23729239,-6.7710595,4.7537122,-4.4330235,1.4870459,1.0115143,1.3528481,713.18793,-3.9152029,-4.1439495,6.3578134
4.5414987,1.1232812,81.245667,156.99348,0.31115812,-0.23766759,-6.8981853,4.7530828,-4.6538029,1.5180838,0.96430409,1.3528614,713.20361,-3.6808903,-3.9286544,6.3582616
