"time","imc.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","imc.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","imc.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","imc.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","imc.stator.zeroInductor.i0","imcQS.rotorCage.port_p.reference.gamma","loadInertia.phi","loadInertia.w","loadInertiaQS.phi","loadInertiaQS.w"
0.00065000000000000008,-2.797849389682374e-09,2.0218165716237219e-08,-1.0813321373712182e-07,5.2868095439804001e-07,-2.0392201086230336e-19,1.7749998492782328,8.0635554177047301e-19,2.1844819229908202e-15,-0.78539816339744817,2.6629828764156946e-13
0.00069999999999999999,-3.4161502739098795e-09,2.1660506443010843e-08,-1.1651368089709782e-07,5.2763942198680894e-07,-1.7073478787683769e-19,1.7907078125461817,1.6127016684696533e-18,3.2791531666613725e-15,-0.78539816339744817,2.8678276052748352e-13
0.00075000000000000002,-4.0344511581373858e-09,2.3102847169784471e-08,-1.2489414805707384e-07,5.2659788957557777e-07,-1.3754756489137201e-19,1.8064157758141306,2.4190477951688336e-18,4.373824410331928e-15,-0.78539816339744817,3.0726723341339767e-13
0.00080000000000000004,-4.6527520423648921e-09,2.4545187896558099e-08,-1.3327461521704985e-07,5.255563571643467e-07,-1.0436034190590629e-19,1.8221237390820797,3.2253939218680155e-18,5.4684956540024818e-15,-0.78539816339744806,3.2775170629931173e-13
0.00085000000000000006,-5.2710529265923984e-09,2.5987528623331727e-08,-1.4165508237702587e-07,5.2451482475311563e-07,-7.1173118920440565e-20,1.8378317023500286,4.0317400485671958e-18,6.5631668976730357e-15,-0.78539816339744806,3.4823617918522588e-13
0.00090000000000000008,-5.8893538108199047e-09,2.7429869350105352e-08,-1.5003554953700188e-07,5.2347329234188457e-07,-3.798589593497489e-20,1.8535396656179774,4.8380861752663769e-18,7.6578381413435896e-15,-0.78539816339744806,3.6872065207113998e-13
0.00095,-6.5076546950474093e-09,2.8872210076878976e-08,-1.5841601669697787e-07,5.2243175993065339e-07,-4.7986729495092145e-21,1.8692476288859263,5.6444323019655564e-18,8.7525093850141419e-15,-0.78539816339744806,3.8920512495705409e-13
0.001,-7.1259555792749165e-09,3.0314550803652604e-08,-1.6679648385695389e-07,5.2139022751942232e-07,2.8388550035956461e-20,1.8849555921538752,6.4507784286647375e-18,9.8471806286846958e-15,-0.78539816339744795,4.0968959784296814e-13
0.0010500000000000002,-7.7442564635024228e-09,3.1756891530426232e-08,-1.7517695101692993e-07,5.2034869510819126e-07,6.1575773021422233e-20,1.9006635554218243,7.2571245553639201e-18,1.0941851872355253e-14,-0.78539816339744795,4.3017407072888229e-13
0.0011000000000000001,-8.3625573477299291e-09,3.319923225719986e-08,-1.8355741817690592e-07,5.1930716269696019e-07,9.4762996006887884e-20,1.9163715186897732,8.0634706820631004e-18,1.2036523116025805e-14,-0.78539816339744795,4.506585436147964e-13
0.00115,-8.9808582319574337e-09,3.4641572983973488e-08,-1.9193788533688191e-07,5.1826563028572901e-07,1.2795021899235354e-19,1.9320794819577221,8.8698168087622792e-18,1.3131194359696357e-14,-0.78539816339744795,4.711430165007105e-13
0.0012000000000000001,-9.5991591161849417e-09,3.6083913710747116e-08,-2.0031835249685795e-07,5.1722409787449795e-07,1.6113744197781931e-19,1.9477874452256709,9.6761629354614625e-18,1.4225865603366915e-14,-0.78539816339744783,4.9162748938662466e-13
0.00125,-1.0217460000412446e-08,3.7526254437520737e-08,-2.0869881965683394e-07,5.1618256546326688e-07,1.9432466496328493e-19,1.9634954084936198,1.0482509062160641e-17,1.5320536847037465e-14,-0.78539816339744783,5.1211196227253871e-13
0.0013000000000000002,-1.0971225700961694e-08,3.8871998797204399e-08,-2.1691619738707191e-07,5.1447122048137296e-07,1.9404631384361666e-19,1.9792033717615689,1.270119906685431e-17,1.7224481891407417e-14,-0.78539816339744783,5.3259643695227884e-13
0.0013500000000000001,-1.2103910450414486e-08,3.9947546034571566e-08,-2.246773851391256e-07,5.1088629127952647e-07,1.0015883339245591e-19,1.9949113350295176,1.8870464678599888e-17,2.1392108880580308e-14,-0.78539816339744783,5.5308091664966738e-13
0.0014,-1.3236595199867275e-08,4.1023093271938726e-08,-2.3243857289117929e-07,5.0730136207767998e-07,6.2713529412959283e-21,2.0106192982974664,2.5039730290345416e-17,2.5559735869753199e-14,-0.78539816339744772,5.7356539634705583e-13
0.0014500000000000001,-1.4369279949320071e-08,4.2098640509305893e-08,-2.4019976064323303e-07,5.0371643287583348e-07,-8.7616127509865206e-20,2.0263272615654153,3.1208995902090994e-17,2.9727362858926103e-14,-0.78539816339744772,5.9404987604444437e-13
0.0015,-1.550196469877286e-08,4.3174187746673059e-08,-2.4796094839528667e-07,5.0013150367398699e-07,-1.8150360796102519e-19,2.0420352248333642,3.7378261513836547e-17,3.3894989848098981e-14,-0.78539816339744761,6.1453435574183282e-13
0.0015500000000000002,-1.6634649448225656e-08,4.4249734984040226e-08,-2.5572213614734041e-07,4.965465744721405e-07,-2.7539108841218632e-19,2.0577431881013131,4.3547527125582124e-17,3.8062616837271898e-14,-0.78539816339744761,6.3501883543922146e-13
0.0016000000000000001,-1.7767334197678445e-08,4.5325282221407392e-08,-2.6348332389939405e-07,4.9296164527029401e-07,-3.692785688633463e-19,2.0734511513692619,4.9716792737327653e-17,4.2230243826444776e-14,-0.7853981633974475,6.5550331513660981e-13
0.00165,-1.8900018947131237e-08,4.6400829458774559e-08,-2.7124451165144779e-07,4.8937671606844752e-07,-4.6316604931450705e-19,2.0891591146372108,5.588605834907323e-17,4.639787081561768e-14,-0.7853981633974475,6.7598779483399835e-13
0.0017000000000000001,-2.003270369658403e-08,4.7476376696141726e-08,-2.7900569940350143e-07,4.8579178686660103e-07,-5.570535297656676e-19,2.1048670779051597,6.2055323960818783e-17,5.0565497804790571e-14,-0.78539816339744739,6.964722745313869e-13
0.00175,-2.1165388446036822e-08,4.8551923933508892e-08,-2.8676688715555517e-07,4.8220685766475454e-07,-6.5094101021682816e-19,2.1205750411731086,6.8224589572564336e-17,5.4733124793963475e-14,-0.78539816339744739,7.1695675422877544e-13
0.0018000000000000002,-2.2298073195489621e-08,4.9627471170876059e-08,-2.9452807490760886e-07,4.7862192846290804e-07,-7.4482849066798891e-19,2.1362830044410575,7.4393855184309914e-17,5.8900751783136379e-14,-0.78539816339744728,7.3744123392616399e-13
0.0018500000000000001,-2.3430757944942411e-08,5.0703018408243225e-08,-3.0228926265966255e-07,4.750369992610615e-07,-8.3871597111914928e-19,2.1519909677090063,8.0563120796055454e-17,6.306837877230927e-14,-0.78539816339744728,7.5792571362355233e-13
0.0019,-2.45634426943952e-08,5.1778565645610385e-08,-3.1005045041171618e-07,4.7145207005921501e-07,-9.3260345157030945e-19,2.1676989309769552,8.6732386407800995e-17,6.7236005761482149e-14,-0.78539816339744717,7.7841019332094087e-13
