"time","loadInertia3.phi","loadInertia3.w","loadInertiaM.phi","loadInertiaM.w","smr3.is[1]","smr3.is[2]","smr3.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","smr3.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","smr3.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","smr3.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","smrM.is[1]","smrM.is[2]","smrM.is[3]","smrM.is[4]","smrM.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","smrM.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","smrM.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","smrM.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","vfController3.x","vfControllerM.x"
1.13225,95.296660360379747,158.13370402998657,95.296660360379747,158.13370402998666,-30.776255114777094,51.80083544463988,-0.42500599301099423,-0.087532213503958803,0.29637829224731221,-0.33939567355266442,-18.465753068874207,18.286512553366155,29.767439362518612,0.11077673076322253,-0.42500599301099434,-0.087532213503958664,0.29637829224731166,-0.3393956735526647,198.62719552322793,198.62719552322793
1.1323000000000001,95.304567032547979,158.13318273948951,95.304567032547979,158.1331827394896,-31.430979769482196,51.700599644464269,-0.42501734772126792,-0.087484669428836301,0.30167222893393175,-0.33469864113616871,-18.858587861697192,17.883370695653596,29.911118784987671,0.60271735504570678,-0.42501734772126804,-0.087484669428836162,0.30167222893393125,-0.33469864113616893,198.6429034864959,198.6429034864959
1.13235,95.312473678657753,158.1326616921173,95.312473678657753,158.13266169211738,-32.077787738997692,51.587582216147212,-0.42502869054565851,-0.087437148393970224,0.306891737089725,-0.32991904149837115,-19.246672643406466,17.475882909700356,30.047362264977906,1.0944082423776198,-0.42502869054565862,-0.087437148393970085,0.30689173708972445,-0.32991904149837142,198.65861144976381,198.65861144976381
1.1324000000000001,95.320380298721247,158.13214088750436,95.320380298721247,158.13214088750445,-32.716521998822699,51.461816147273353,-0.42504002149687009,-0.087389650387485099,0.31203552974539145,-0.32505805476108518,-19.62991319930131,17.06415177794938,30.176138987223968,1.58572776543714,-0.4250400214968702,-0.08738965038748496,0.31203552974539089,-0.32505805476108546,198.67431941303178,198.67431941303178
1.13245,95.32828689275054,158.13162032528612,95.32828689275054,158.13162032528621,-33.347026777086768,51.323336118499228,-0.42505134058758959,-0.087342175397520302,0.31710233824316736,-0.32011688054052762,-20.008216066259756,16.648280353490922,30.297419178917924,2.076554470523464,-0.4250513405875897,-0.087342175397520164,0.3171023382431668,-0.32011688054052784,198.6900273762997,198.6900273762997
1.1325000000000001,95.336193460757812,158.13110000509906,95.336193460757812,158.13110000509914,-33.969148508036753,51.172180168597883,-0.42506264783048675,-0.087294723412228423,0.32209091298420667,-0.31509673831835716,-20.381489104829395,16.228372766262002,30.411175056446741,2.5667670564850562,-0.42506264783048686,-0.08729472341222827,0.32209091298420611,-0.31509673831835738,198.70573533956767,198.70573533956767
1.1325499999999999,95.344100002755084,158.13057992658065,95.344100002755084,158.13057992658074,-34.582731514554325,51.008382581932636,-0.42507394323821351,-0.087247294419776911,0.32700002167022207,-0.3099988644402053,-20.749638908739833,15.804531759446922,30.517376712319408,3.0562442962912426,-0.42507394323821363,-0.087247294419776772,0.32700002167022152,-0.30999886444020552,198.72144330283558,198.72144330283558
1.1326000000000001,95.352006518754493,158.13006008936924,95.352006518754493,158.13006008936932,-35.187627918346791,50.831989949736993,-0.42508522682340544,-0.087199888408346429,0.33182845429079411,-0.30482451791718068,-21.112576751005797,15.37686416998975,30.616001448472023,3.5448653247498765,-0.42508522682340555,-0.087199888408346277,0.33182845429079355,-0.30482451791718085,198.73715126610358,198.73715126610358
1.1326500000000002,95.359913008768075,158.12954049310429,95.359913008768075,158.12954049310437,-35.783690340897614,50.643049200002494,-0.42509649859868048,-0.087152505366132157,0.3365750199427428,-0.2995749755681395,-21.470214204536333,14.945476799488798,30.70702684471626,4.0325094839676865,-0.42509649859868065,-0.087152505366132005,0.33657501994274225,-0.29957497556813967,198.75285922937155,198.75285922937155
1.1327,95.367819472807795,158.12902113742624,95.367819472807795,158.12902113742632,-36.370773932243551,50.441610815032874,-0.42510775857663952,-0.087105145281343319,0.3412385480692065,-0.29425153292961709,-21.82246435934367,14.510477489575832,30.790432640914869,4.519056410790192,-0.42510775857663963,-0.087105145281343166,0.34123854806920595,-0.29425153292961725,198.76856719263947,198.76856719263947
