"time","loadInertiaE.phi","loadInertiaE.w","loadInertiaM.phi","loadInertiaM.w","smrE.is[1]","smrE.is[2]","smrE.idq_rr[1]","smrE.idq_rr[2]","smrE.idq_sr[1]","smrE.idq_sr[2]","smrM.is[1]","smrM.is[2]","smrM.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","smrM.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","smrM.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","smrM.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","vfController.x"
0.51990000000000003,17.832185282292397,79.94491545375061,17.832186823320981,79.944930239262661,-81.214020753249017,97.76482652353981,-17.045938117684265,35.136414980787109,-22.681948049004912,-102.16294661890629,-81.21410485271862,97.764754394030874,0.36944096136788124,0.18642457211578978,0.033468663430980067,-0.43489472810258412,42.457997965539036
0.51995000000000002,17.836182742130134,79.953477819387629,17.836184283898216,79.953492613745453,-81.737260379805903,97.45841408120134,-17.045493908125195,35.109753206358469,-22.678706766222916,-102.15932417043322,-81.737341383192884,97.458345286671388,0.36940687020578306,0.18649481828840178,0.037018163734818255,-0.43461033853012099,42.466164928341122
0.52000000000000002,17.840180630049559,79.96203871871549,17.840182172557583,79.962053521864817,-82.255297474845335,97.145743680291147,-17.045070181973696,35.083140219692609,-22.675444740907434,-102.15573462373504,-82.255374038136523,97.14568118617369,0.36937277991180523,0.1865650111857215,0.04056559475740433,-0.43429693554447457,42.474332676541373
0.52005000000000001,17.844178945977379,79.970598156268409,17.844180489225778,79.970612968154853,-82.768097337363926,96.826833159007194,-17.044666844862476,35.056576024371076,-22.672162064609481,-102.15217801667744,-82.768169575961991,96.826776511160887,0.36933869044492867,0.18663515090539773,0.044110719656486004,-0.4339545289302173,42.482501210139787
0.52010000000000001,17.848177689840373,79.979156136589822,17.848179233829576,79.979170957158772,-83.275625578963457,96.501700763170163,-17.044283802047261,35.030060623774645,-22.668858829256216,-102.14865438695804,-83.275697678659071,96.501639991603113,0.36930460176406704,0.18670523754520507,0.047653302871546691,-0.43358312636328555,42.490670529136366
0.52015,17.852176861566033,79.987712664184883,17.852178406296481,79.987727493381627,-83.777848124277455,96.170365142826739,-17.04392095918238,35.003594018756708,-22.665535126476943,-102.14516376947667,-83.777920168474935,96.170299907327035,0.3692705138291269,0.18677527120254578,0.051193104992522789,-0.43318275019304509,42.49884063353111
0.5202,17.856176461081837,79.996267743574165,17.856178006553968,79.996282581343863,-84.274731215686117,95.832845354364366,-17.043578221448261,34.977176210289478,-22.66219104836027,-102.14170619932484,-84.274803252931946,95.832775430089995,0.36923642659980482,0.18684525197501206,0.054729888620046525,-0.43275341839064568,42.50701152332401
0.52024999999999999,17.86017648831551,80.004821379275796,17.860178034529735,80.004836225563437,-84.766241414979078,95.489160858664917,-17.043255493847187,34.950807198585046,-22.658826687196711,-102.13828171079193,-84.766313448528649,95.489086175488737,0.36920234003598829,0.18691517996019652,0.058263416434008765,-0.43229515089919068,42.515183198515075
0.52029999999999998,17.864176943194966,80.013373575805232,17.864178490151723,80.013388430555651,-85.252345605748104,95.139331520221972,-17.042952681207151,34.92448698309736,-22.655442135474861,-102.13489033736657,-85.252417582092903,95.13925220681547,0.36916825409775678,0.18698505525569056,0.061793451209067186,-0.43180796963663076,42.523355659104311
0.52034999999999998,17.868177825648374,80.021924337675216,17.868179373348077,80.021939200833117,-85.733010995776283,94.783377606221563,-17.04266968818574,34.898215562524172,-22.652037485877511,-102.13153211173827,-85.733082792190444,94.783294039159884,0.36913416874538224,0.1870548779590829,0.065319755830154577,-0.43129189849865873,42.531528905091704
