"Time","rootMeanSquareVoltage.mean.y","pulsem.twomPulse.timerPositive[1].entryTime","pulsem.twomPulse.timerNegative[2].entryTime","pulsem.twomPulse.timerPositive[3].entryTime","inductor.i","pulsem.twomPulse.timerNegative[1].entryTime","meanCurrent.x","rectifier.thyristor.idealThyristor[3].off","pulsem.twomPulse.timerNegative[3].entryTime","rectifier.thyristor.idealThyristor[2].off","rootMeanSquareVoltage.mean.x","rectifier.thyristor.idealThyristor[1].off","meanVoltage.x","pulsem.twomPulse.timerPositive[2].entryTime","meanCurrent.y","meanVoltage.y"
4.968997,7097.7905,4.9616666,4.9583335,4.9549999,2.7277148,4.9516668,0.0061447932,1,4.9650002,1,22.867664,0,0.22319686,4.9683332,2.6752329,1.3485513
4.9691968,7097.7905,4.9616666,4.9583335,4.9549999,2.7354968,4.9516668,0.0066911676,1,4.9650002,1,23.248354,0,0.23190601,4.9683332,2.6752329,1.3485513
4.9693966,7097.7905,4.9616666,4.9583335,4.9549999,2.741359,4.9516668,0.0072389073,1,4.9650002,1,23.482183,0,0.23872267,4.9683332,2.6752329,1.3485513
4.9695969,7097.7905,4.9616666,4.9583335,4.9549999,2.7452824,4.9516668,0.0077876253,1,4.9650002,1,23.60364,0,0.24361992,4.9683332,2.6752329,1.3485513
4.9697967,7097.7905,4.9616666,4.9583335,4.9549999,2.7472551,4.9516668,0.0083369333,1,4.9650002,1,23.648979,0,0.24657843,4.9683332,2.6752329,1.3485513
4.9699697,7097.7905,4.9616666,4.9583335,4.9549999,2.7473845,4.9516668,0.0088126427,1,4.9650002,1,23.655622,0,0.24756476,4.9683332,2.6752329,1.3485513
4.9699697,7097.7905,4.9616666,4.9583335,4.9549999,2.7473845,4.9516668,0.0088126427,1,4.9650002,1,23.655622,0,0.24756476,4.9683332,2.6752329,1.3485513
4.9699969,7097.7905,4.9616666,4.9583335,4.9549999,2.7472734,4.9516668,0.0088864407,1,4.9650002,1,23.655647,0,0.24758656,4.9683332,2.6752329,1.3485513
4.9701967,7097.7905,4.9616666,4.9583335,4.9549999,2.7453413,4.9516668,0.0094357561,1,4.9650002,1,23.661726,0,0.24664032,4.9683332,2.6752329,1.3485513
4.970397,7097.7905,4.9616666,4.9583335,4.9549999,2.7414703,4.9516668,0.0099844914,1,4.9650002,1,23.70524,0,0.24374363,4.9683332,2.6752329,1.3485513
4.9705968,7097.7905,4.9616666,4.9583335,4.9549999,2.7356796,4.9516668,0.01053226,1,4.9650002,1,23.823692,0,0.23890777,4.9683332,2.6752329,1.3485513
4.9707971,7097.7905,4.9616666,4.9583335,4.9549999,2.7279954,4.9516668,0.011078681,1,4.9650002,1,24.053381,0,0.23215176,4.9683332,2.6752329,1.3485513
