"Time","smee.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","smee.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","smee.inertiaRotor.phi","smee.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","smee.is[1]","smee.inertiaRotor.w","smee.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","smee.excitation.electroMagneticConverter.Phi.re","smee.is[2]"
2.0432997,0.39178357,-0.45118594,306.89771,0.23141323,-44.232777,158.4456,0.045252703,-0.46275571,40.359886
2.0433996,0.39885285,-0.45118102,306.91354,0.21899588,-44.822834,158.43988,0.045405205,-0.46275228,39.460049
2.0434997,0.40552866,-0.45117605,306.92938,0.20636277,-45.369381,158.43417,0.045557432,-0.4627488,38.52417
2.0435996,0.41180441,-0.45117098,306.94522,0.19352631,-45.871933,158.4285,0.045709372,-0.46274525,37.553238
2.0436997,0.41767389,-0.45116588,306.96106,0.18049921,-46.330101,158.42282,0.045861024,-0.46274161,36.548252
2.0437996,0.42313138,-0.4511607,306.9769,0.16729432,-46.743538,158.41716,0.04601239,-0.46273795,35.510242
2.0438998,0.42817143,-0.45115545,306.99277,0.15392466,-47.111893,158.41153,0.046163466,-0.46273422,34.440308
2.0439997,0.43278909,-0.45115015,307.00861,0.14040342,-47.43491,158.40591,0.046314251,-0.46273041,33.339523
2.0440998,0.43697986,-0.45114481,307.02444,0.12674394,-47.712383,158.40031,0.046464741,-0.46272656,32.209011
2.0441997,0.44073954,-0.45113939,307.04028,0.11295971,-47.944096,158.39473,0.046614937,-0.46272266,31.049955
2.0442998,0.4440645,-0.45113391,307.05612,0.09906432,-48.129932,158.38916,0.046764832,-0.46271867,29.863516
2.0443997,0.44695142,-0.45112836,307.07196,0.085071489,-48.269814,158.38362,0.046914432,-0.46271464,28.650883
2.0444996,0.44939747,-0.45112276,307.0878,0.070995018,-48.363678,158.3781,0.047063727,-0.46271056,27.413317
2.0445998,0.45140025,-0.4511171,307.10364,0.05684879,-48.41153,158.37259,0.04721272,-0.46270639,26.152052
2.0446997,0.45295781,-0.45111138,307.11948,0.042646773,-48.413429,158.3671,0.047361411,-0.46270218,24.868334
2.0447998,0.45406857,-0.45110559,307.13531,0.028402966,-48.369457,158.36163,0.047509793,-0.46269789,23.56349
2.0448997,0.45473149,-0.45109975,307.15115,0.014131429,-48.279755,158.35619,0.047657866,-0.46269357,22.23881
2.0449998,0.45494589,-0.45109385,307.16699,-0.00015375954,-48.144505,158.35075,0.04780563,-0.46268919,20.895594
2.0450997,0.45471162,-0.45108792,307.18283,-0.014438508,-47.963936,158.34535,0.04795308,-0.46268472,19.535212
2.0451999,0.45402884,-0.4510819,307.19864,-0.028708724,-47.738312,158.33995,0.048100218,-0.46268022,18.159006
2.0452998,0.45289829,-0.45107582,307.21448,-0.042950332,-47.467957,158.33459,0.048247043,-0.46267566,16.768316
2.0453997,0.4513211,-0.45106968,307.23032,-0.057149276,-47.153221,158.32924,0.048393548,-0.46267104,15.36454
2.0454998,0.44929877,-0.45106348,307.24615,-0.071291558,-46.794506,158.32393,0.048539735,-0.46266633,13.949064
2.0455997,0.44683337,-0.45105726,307.26199,-0.085363224,-46.392254,158.31862,0.048685603,-0.46266159,12.523252
2.0456998,0.44392735,-0.45105094,307.27783,-0.0993504,-45.946949,158.31334,0.04883115,-0.4626568,11.088518
2.0457997,0.4405835,-0.45104459,307.29364,-0.11323927,-45.459118,158.30807,0.048976377,-0.46265194,9.6462793
2.0458999,0.43680519,-0.45103815,307.30948,-0.12701616,-44.929321,158.30284,0.049121276,-0.46264702,8.1979074
2.0459998,0.43259615,-0.45103168,307.32532,-0.14066747,-44.358166,158.29762,0.04926585,-0.46264204,6.7448292
2.0460999,0.42796054,-0.45102516,307.34116,-0.15417974,-43.746296,158.29243,0.049410097,-0.46263704,5.2884698
2.0461998,0.42290294,-0.45101857,307.35696,-0.16753963,-43.094391,158.28726,0.049554016,-0.46263194,3.8302057
2.0462999,0.41742834,-0.45101193,307.3728,-0.18073396,-42.403172,158.28212,0.049697608,-0.46262679,2.3714538
2.0463998,0.41154215,-0.45100522,307.38864,-0.19374974,-41.673393,158.27699,0.049840864,-0.4626216,0.91364336
2.0464997,0.40525019,-0.45099849,307.40445,-0.20657413,-40.905846,158.2719,0.049983792,-0.46261632,-0.54186255
2.0465999,0.39855868,-0.45099166,307.42029,-0.21919447,-40.101345,158.26683,0.050126381,-0.46261102,-1.9936657
2.0466998,0.39147422,-0.45098481,307.43613,-0.23159832,-39.260773,158.26176,0.050268639,-0.46260566,-3.4403484
2.0467999,0.38400379,-0.45097789,307.45193,-0.24377345,-38.385002,158.25674,0.050410561,-0.46260023,-4.8805709
2.0468998,0.37615481,-0.45097092,307.46777,-0.25570786,-37.474957,158.25174,0.050552148,-0.46259475,-6.3129663
2.0469999,0.367935,-0.45096388,307.48358,-0.26738974,-36.531605,158.24675,0.050693393,-0.4625892,-7.7361417
2.0470998,0.3593525,-0.45095682,307.49942,-0.27880764,-35.55592,158.24181,0.050834298,-0.4625836,-9.1487913
2.0472,0.35041574,-0.45094967,307.51523,-0.28995028,-34.548912,158.23686,0.050974865,-0.46257797,-10.549592
2.0472999,0.34113359,-0.45094249,307.53107,-0.30080664,-33.511639,158.23196,0.051115088,-0.46257225,-11.937186
2.0473998,0.33151519,-0.45093524,307.54688,-0.31136602,-32.445152,158.22708,0.051254973,-0.46256649,-13.310315
2.0474999,0.32157007,-0.45092797,307.56271,-0.32161805,-31.350534,158.22221,0.051394511,-0.46256068,-14.66771
2.0475998,0.31130797,-0.45092061,307.57852,-0.33155259,-30.228935,158.21739,0.051533703,-0.46255481,-16.00806
2.0476999,0.30073911,-0.45091322,307.59436,-0.34115988,-29.081469,158.21259,0.051672552,-0.46254891,-17.330166
2.0477998,0.28987387,-0.45090577,307.61017,-0.35043043,-27.909288,158.20779,0.051811054,-0.46254292,-18.63282
2.0479,0.27872297,-0.45089829,307.62601,-0.35935509,-26.713612,158.20305,0.051949207,-0.4625369,-19.914774
2.0479999,0.26729745,-0.45089075,307.64182,-0.36792505,-25.495613,158.19832,0.052087016,-0.46253082,-21.174891
2.0481,0.25560859,-0.45088315,307.65765,-0.37613192,-24.2565,158.1936,0.052224472,-0.46252468,-22.412041
2.0481999,0.24366787,-0.45087549,307.67346,-0.38396758,-22.997551,158.18893,0.052361581,-0.46251848,-23.625044
2.0483,0.23148714,-0.4508678,307.68927,-0.39142427,-21.719986,158.18428,0.052498337,-0.46251225,-24.812841
2.0483999,0.21907839,-0.45086005,307.70511,-0.39849472,-20.42506,158.17966,0.052634742,-0.46250597,-25.974382
2.0484998,0.20645386,-0.45085225,307.72092,-0.40517193,-19.114096,158.17505,0.052770797,-0.46249962,-27.108572
2.0486,0.19362602,-0.45084441,307.73672,-0.41144928,-17.788357,158.17047,0.052906498,-0.46249321,-28.21443
2.0486999,0.18060753,-0.45083651,307.75256,-0.41732067,-16.449123,158.16592,0.053041846,-0.46248677,-29.291
2.0488,0.16741122,-0.45082858,307.76837,-0.42278025,-15.097759,158.16141,0.053176839,-0.46248028,-30.337275
2.0488999,0.15405014,-0.4508206,307.78418,-0.42782265,-13.735551,158.15692,0.053311478,-0.46247372,-31.352369
2.049,0.14053747,-0.45081255,307.80002,-0.43244293,-12.363802,158.15245,0.05344576,-0.4624671,-32.335419
2.0490999,0.12688652,-0.45080447,307.81583,-0.43663654,-10.983896,158.14801,0.053579688,-0.46246046,-33.285522
2.0492001,0.11311078,-0.45079634,307.83163,-0.44039935,-9.5971394,158.1436,0.053713258,-0.46245375,-34.201885
2.0493,0.09922383,-0.45078814,307.84744,-0.44372764,-8.2048445,158.13922,0.053846475,-0.46244699,-35.083748
2.0493999,0.085239381,-0.45077991,307.86325,-0.44661817,-6.8083973,158.13486,0.05397933,-0.46244019,-35.930317
2.0495,0.071171224,-0.45077166,307.87909,-0.44906804,-5.4091172,158.13052,0.054111831,-0.46243334,-36.740902
2.0495999,0.057033241,-0.45076334,307.8949,-0.45107493,-4.0083151,158.12622,0.054243974,-0.46242642,-37.514847
2.0497,0.042839382,-0.45075497,307.91071,-0.45263681,-2.6073661,158.12195,0.054375757,-0.46241948,-38.251484
2.0497999,0.028603649,-0.45074657,307.92651,-0.45375213,-1.2075912,158.11771,0.054507181,-0.46241248,-38.950214
2.0499001,0.014340086,-0.45073813,307.94232,-0.45441988,0.18971287,158.11348,0.054638244,-0.46240544,-39.610504
2.05,6.2768588e-05,-0.45072964,307.95813,-0.45463938,1.5832402,158.10928,0.05476895,-0.46239832,-40.231827
