"Time","inductor.inductor[2].i","inductor.inductor[3].i","capacitor.v","aimc.is[1]","aimc.is[2]","aimc.idq_sr[1]","aimc.idq_sr[2]","aimc.idq_rr[1]","aimc.idq_rr[2]","loadInertia.phi","loadInertia.w","vfController.x"
0.001125,-14.363836,14.329928,542.50342,4.0222981e-06,-1.6421845e-05,4.0222981e-06,-1.6640039e-05,-3.879637e-06,1.6064776e-05,8.0564966e-29,-3.3761298e-24,0.00016567016
0.0011250002,-14.363834,14.329926,542.50342,1.2403803e-05,-2.480335e-05,1.2403803e-05,-2.1479103e-05,-1.1976796e-05,2.0739672e-05,8.0564087e-29,-6.9813038e-24,0.00016567021
0.0011250002,-14.363834,14.329926,542.50342,1.2403803e-05,-2.480335e-05,1.2403803e-05,-2.1479103e-05,-1.1976796e-05,2.0739672e-05,8.0564087e-29,-6.9813038e-24,0.00016567021
0.00115,-14.04225,14.007621,542.57208,1.2371068e-05,-2.473789e-05,1.2371068e-05,-2.1422415e-05,-1.1943918e-05,2.0682739e-05,4.7901275e-27,3.8358623e-22,0.00017311508
0.001175,-13.679881,13.644533,542.63898,1.233842e-05,-2.4672605e-05,1.233842e-05,-2.136588e-05,-1.1911129e-05,2.0625959e-05,1.925064e-26,7.7308439e-22,0.00018072363
0.0012000001,-13.275984,13.23992,542.70404,1.230586e-05,-2.4607496e-05,1.230586e-05,-2.1309499e-05,-1.1878428e-05,2.0569332e-05,4.3435372e-26,1.1615136e-21,0.0001884958
0.001225,-12.829813,12.793035,542.76691,1.2273388e-05,-2.4542564e-05,1.2273388e-05,-2.1253269e-05,-1.1845816e-05,2.0512858e-05,7.7317496e-26,1.5488769e-21,0.00019643159
0.00125,-12.340635,12.303144,542.82745,1.2241004e-05,-2.4477806e-05,1.2241004e-05,-2.1197189e-05,-1.1813291e-05,2.0456537e-05,1.2087039e-25,1.9351771e-21,0.00020453101
0.001275,-11.807728,11.769527,542.88544,1.2208707e-05,-2.4413222e-05,1.2208707e-05,-2.1141263e-05,-1.1780854e-05,2.0400368e-05,1.7406753e-25,2.3204173e-21,0.00021279405
0.0013,-11.230374,11.191466,542.94061,1.2176496e-05,-2.4348814e-05,1.2176496e-05,-2.1085485e-05,-1.1748505e-05,2.0344351e-05,2.3688246e-25,2.7046001e-21,0.00022122072
0.001325,-10.607867,10.568254,542.99286,1.2144374e-05,-2.428458e-05,1.2144374e-05,-2.102986e-05,-1.1716244e-05,2.0288484e-05,3.0928877e-25,3.0877289e-21,0.00022981102
0.00135,-9.9395084,9.8991928,543.04181,1.2112337e-05,-2.4220517e-05,1.2112337e-05,-2.0974383e-05,-1.1684068e-05,2.0232768e-05,3.9126014e-25,3.4698062e-21,0.00023856493
0.0013749999,-9.2246132,9.1835976,543.08734,1.2080387e-05,-2.4156629e-05,1.2080387e-05,-2.0919058e-05,-1.165198e-05,2.0177204e-05,4.8276976e-25,3.8508331e-21,0.00024748241
0.0013749999,-9.2246132,9.1835976,543.08734,1.2080387e-05,-2.4156629e-05,1.2080387e-05,-2.0919058e-05,-1.165198e-05,2.0177204e-05,4.8276976e-25,3.8508331e-21,0.00024748241
0.001375,-9.2246084,9.1835928,543.08734,2.0470914e-05,-3.2547156e-05,2.0470914e-05,-2.5763331e-05,-1.9757856e-05,2.4857132e-05,4.8277035e-25,3.8616487e-21,0.00024748247
0.001375,-9.2246084,9.1835928,543.08734,2.0472817e-05,-3.2549058e-05,2.0472817e-05,-2.576443e-05,-1.9759693e-05,2.4858193e-05,4.8277035e-25,3.8616539e-21,0.00024748247
0.001375,-9.2246084,9.1835928,543.08734,2.0472817e-05,-3.2549058e-05,2.0472817e-05,-2.576443e-05,-1.9759693e-05,2.4858193e-05,4.8277035e-25,3.8616539e-21,0.00024748247
0.0013750001,-9.2246037,9.183588,543.08734,2.0472817e-05,-4.0937681e-05,2.0472817e-05,-3.5450779e-05,-1.9759693e-05,3.4215929e-05,4.8277094e-25,3.8724711e-21,0.00024748253
0.0013750001,-9.2246037,9.183588,543.08734,2.0472817e-05,-4.0937681e-05,2.0472817e-05,-3.5450779e-05,-1.9759693e-05,3.4215929e-05,4.8277094e-25,3.8724711e-21,0.00024748253
0.0014,-8.4624853,8.4207726,543.12915,2.0418796e-05,-4.0829666e-05,2.0418796e-05,-3.535724e-05,-1.970544e-05,3.4121982e-05,5.9233184e-25,4.8919986e-21,0.00025656365
0.001425,-7.6524711,7.6100626,543.16705,2.0364923e-05,-4.0721938e-05,2.0364923e-05,-3.5263951e-05,-1.9651332e-05,3.4028293e-05,7.2734686e-25,5.9087345e-21,0.00026580843
0.00145,-6.7939014,6.7508006,543.20081,2.0311194e-05,-4.0614501e-05,2.0311194e-05,-3.5170913e-05,-1.9597372e-05,3.3934855e-05,8.8774541e-25,6.9226794e-21,0.00027521685
