"time","loadInertiaE.phi","loadInertiaE.w","loadInertiaM.phi","loadInertiaM.w","smpmE.is[1]","smpmE.is[2]","smpmE.idq_dr[1]","smpmE.idq_rr[2]","smpmE.idq_sr[1]","smpmE.idq_sr[2]","smpmM.is[1]","smpmM.is[2]","smpmM.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","smpmM.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","smpmM.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","smpmM.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","vfController.x"
0.00085000000000000006,4.0734788327384753e-13,2.8079900847915958e-09,4.0734853773935654e-13,2.8079928647070364e-09,0.10831996263176466,-0.054154573918241612,-0.091899857021546294,-5.3190575672356898e-06,0.10831996263176466,6.243924878717228e-06,0.10831996263519417,-0.054154573917828054,-0.50552866525154538,-3.6628001285238665e-11,-0.50557777088303801,-2.8710984649068167e-09,0.00011349004102665229
0.00090000000000000008,5.7116099270118388e-13,3.7274733479767083e-09,5.711617941315636e-13,3.7274764539808329e-09,0.12118123326177131,-0.06058383084722975,-0.10274917266651581,-6.6725529119131585e-06,0.12118123326177133,7.835547902370328e-06,0.12118123326531124,-0.060583830846910776,-0.5055288598048181,-4.8607725870405161e-11,-0.50558378602811527,-3.6052886321600845e-09,0.00012723450888573639
0.00095,7.8765847767979026e-13,4.8747228127202254e-09,7.8765944212747228e-13,4.8747262365170729e-09,0.13473445288833186,-0.067358815193338889,-0.11417159429744349,-8.2679365985661925e-06,0.13473445288833186,9.7124756461611443e-06,0.13473445289132788,-0.067358815192808605,-0.50552907663215596,-6.3549322056243654e-11,-0.50559013491411431,-4.4718069745914575e-09,0.00014176437490813745
0.001,1.06755083249856e-12,6.2871030107961191e-09,1.0675519762384349e-12,6.2871067477819603e-09,0.14897520087337202,-0.074477288748606818,-0.12616230990008184,-1.0132376208570087e-05,0.14897520087337202,1.1906911458542277e-05,0.14897520087674962,-0.074477288748298232,-0.50552931687315117,-8.1937715702849585e-11,-0.50559681650763932,-5.4857237799666401e-09,0.00015707963909410714
0.0010500000000000002,1.4253050757302402e-12,8.0083690966612822e-09,1.4253064147940262e-12,8.0083731436673189e-09,0.16389908341166062,-0.081937025568907251,-0.13871653752533294,-1.2294106457220277e-05,0.16389908341166065,1.4452389576228939e-05,0.16389908341466397,-0.081937025568406818,-0.50552958165952488,-1.0433988012322991e-10,-0.50560382978074836,-6.662788630848549e-09,0.00017318030144364199
0.0011000000000000001,1.8791964152790577e-12,1.0088592194728801e-08,1.8791979655489566e-12,1.0088596546707756e-08,0.1795017361710021,-0.089735813172583612,-0.15182952825799317,-1.4782550310632531e-05,0.17950173617100215,1.7383915376331706e-05,0.1795017361737789,-0.089735813171972503,-0.50552987211434031,-1.3140383401032364e-10,-0.50561117371148145,-8.0194933729991529e-09,0.00019006636195662886
0.00115,2.4461918414592866e-12,1.2578224708796342e-08,2.4461936181502605e-12,1.2578229367200198e-08,0.19577883291909953,-0.097871456518508773,-0.16549657591325159,-1.7628718588713196e-05,0.19577883291909962,2.0738352631418905e-05,0.19577883292208603,-0.097871456517991146,-0.5055301893494375,-1.6378319953878269e-10,-0.50561884728558382,-9.5731784326135459e-09,0.00020773782063307535
0.0012000000000000001,3.1491509661544055e-12,1.5535920031363455e-08,3.1491529845459525e-12,1.5535924998078883e-08,0.21272607497201887,-0.10634177313440726,-0.17971300517799685,-2.0864721018315388e-05,0.21272607497201904,2.4553956903507218e-05,0.21272607497508139,-0.1063417731339034,-0.50553053446857021,-2.0223639658362879e-10,-0.50562684949439618,-1.1341912897293052e-08,0.00022619467747296681
0.00125,4.0142518944325095e-12,1.9025812427598425e-08,4.0142541700988234e-12,1.9025817703760913e-08,0.23033919474157039,-0.11514459475568313,-0.19447417559747784,-2.452393064621635e-05,0.23033919474157058,2.8870531269900183e-05,0.23033919474478853,-0.11514459475522425,-0.50553090856635119,-2.4759216931839353e-10,-0.50563517933556446,-1.3344533188085821e-08,0.00024543693247629158
0.0013000000000000002,5.0671935925231851e-12,2.3113786979755382e-08,5.0671961406166823e-12,2.3113792570692353e-08,0.24861396012440373,-0.12427776935707184,-0.20977548650718486,-2.8641187388059065e-05,0.24861396012440407,3.3729614420486543e-05,0.24861396012770912,-0.12427776935663137,-0.50553131272694896,-3.0070243580474447e-10,-0.50564383581391836,-1.5600684333058782e-08,0.00026546458564298298
0.0013500000000000001,6.3418160941520398e-12,2.7875278804684823e-08,6.3418189302056309e-12,2.7875284714611325e-08,0.26754616599965525,-0.13373915721658391,-0.22561236747672792,-3.3252397913763232e-05,0.26754616599965569,3.917411678290894e-05,0.26754616600287934,-0.13373915721607482,-0.50553174802661482,-3.6254056585479827e-10,-0.50565281793977102,-1.8130747479630938e-08,0.00028627763697306472
0.0014,7.8738484363707352e-12,3.3389880106956403e-08,7.8738515762474067e-12,3.3389886339655672e-08,0.28713163981874057,-0.1435266335034272,-0.24198028459348866,-3.8394801387484156e-05,0.28713163981874124,4.5248559517940312e-05,0.2871316398221565,-0.14352663350298392,-0.50553221553202066,-4.3413355725874901e-10,-0.50566212473003647,-2.0955884095886286e-08,0.00030787608646654048
0.0014500000000000001,9.7003810566187597e-12,3.9740899067084641e-08,9.7003845164024116e-12,3.9740905627016865e-08,0.30736624204646229,-0.15363808848223834,-0.25887474095854507,-4.4106990595340552e-05,0.30736624204646323,5.1999093365832123e-05,0.3073662420500588,-0.15363808848186944,-0.50553271630012753,-5.1655649557944139e-10,-0.50567175520831675,-2.4098039256378107e-08,0.00033025993412338364
0.0015,1.1868418905580248e-11,4.7021630207575526e-08,1.1868422701214312e-11,4.7021637098962065e-08,0.32824585949287433,-0.16407142443480516,-0.27629126918782887,-5.0428588506933262e-05,0.32824585949287571,5.9473203279327268e-05,0.32824585949661245,-0.16407142443449585,-0.50553325138017202,-6.110108314477184e-10,-0.5056817084035734,-2.7579883097642095e-08,0.00035342917994357257
0.0015500000000000002,1.4426598554573344e-11,5.5329536641418172e-08,1.4426602702091818e-11,5.5329543867865064e-08,0.34976641163121813,-0.17482455857386567,-0.29422543851777627,-5.7400555984148389e-05,0.34976641163122008,6.7719991523727563e-05,0.34976641163470418,-0.17482455857342674,-0.50553382181178363,-7.1875191054150867e-10,-0.50569198335138577,-3.1424869038347411e-08,0.00037738382392709226
0.0016000000000000001,1.7428453305813875e-11,6.476848889750069e-08,1.7428457821264222e-11,6.47684964617141e-08,0.37192384813729046,-0.18589542190889055,-0.31267285203776723,-6.5065071663315894e-05,0.37192384813729312,7.6790066707929059e-05,0.37192384814047896,-0.1858954219083109,-0.50553442862571785,-8.4111682687375269e-10,-0.50570257909346128,-3.5657210502174825e-08,0.00040212386607392519
0.00165,2.0933217424258262e-11,7.5449316367436207e-08,2.0933222323548473e-11,7.5449324270960414e-08,0.3947141482833636,-0.19728195896671294,-0.33162914600844601,-7.3465502368891145e-05,0.39471414828336721,8.6735516451570449e-05,0.39471414828681434,-0.1972819589662862,-0.50553507284403765,-9.795312833573695e-10,-0.50571349467751492,-4.0301875184410927e-08,0.00042764930638405056
0.0017000000000000001,2.500568281588217e-11,8.7489709032522255e-08,2.5005688114641254e-11,8.7489717275473832e-08,0.41813332104619449,-0.20898212784131243,-0.3510899899832029,-8.2646408386016703e-05,0.41813332104619932,9.7609912256005837e-05,0.4181333210490753,-0.20898212784063985,-0.50553575548008045,-1.1355083691876887e-09,-0.50572472915728939,-4.5384586073695228e-08,0.00045396014485744445
0.00175,2.9716836159700831e-11,1.0101459309292076e-07,2.9716841873517623e-11,1.0101460167408515e-07,0.44217740466971428,-0.2209938999905946,-0.37105108631766792,-9.265352402147577e-05,0.44217740466972072,0.00010946829167915685,0.44217740467270295,-0.22099389999003169,-0.50553647753858699,-1.3106531934602367e-09,-0.50573628159246875,-5.0931817966524124e-08,0.00048105638149410545
0.0018000000000000002,3.5146131168314445e-11,1.1615734599632409e-07,3.5146137315217337e-11,1.1615735491524782e-07,0.46684246519258588,-0.23331525954847426,-0.39150816852117448,-0.00010353369641554204,0.46684246519259448,0.000122367102554487,0.46684246519584993,-0.23331525954808047,-0.50553724001613254,-1.5066777795966447e-09,-0.50574815104837612,-5.6970787186667595e-08,0.00050893801629421035
