"Time","aimc.idq_sr[2]","aimc.idq_rr[1]","aimc.is[1]","aimc.is[2]","loadInertia.w","PI.x","aimc.idq_rr[2]","aimc.idq_sr[1]","powerSensor.flange_a.phi"
4.5681992,-6.7560453,-0.42557696,8.3302975,-3.4941785,156.98682,138.88393,0.32763809,-4.8526502,717.39569
4.5682993,-6.7563515,-0.4258115,8.3018742,-3.2534189,156.98677,139.14285,0.32785332,-4.8522992,717.41144
4.5683994,-6.7566576,-0.42604607,8.2652388,-3.0094371,156.98671,139.40219,0.32806844,-4.8519483,717.42712
4.5684991,-6.7569633,-0.42628065,8.2204256,-2.7624748,156.98666,139.6619,0.3282834,-4.8515968,717.44281
4.5685992,-6.7572694,-0.42651522,8.1674805,-2.5127759,156.98662,139.92198,0.32849827,-4.8512459,717.4585
4.5686994,-6.757575,-0.42674983,8.1064548,-2.2605879,156.98656,140.18245,0.32871303,-4.8508945,717.47418
4.5687995,-6.7578807,-0.42698452,8.0374088,-2.0061598,156.98651,140.4433,0.3289277,-4.850543,717.48993
4.5688992,-6.7581863,-0.42721924,7.9604115,-1.7497432,156.98645,140.70453,0.32914227,-4.8501916,717.50562
4.5689993,-6.758492,-0.42745402,7.8755379,-1.491592,156.9864,140.96614,0.32935673,-4.8498397,717.5213
4.5690994,-6.7587976,-0.42768893,7.7828727,-1.2319615,156.98634,141.22812,0.32957116,-4.8494883,717.53699
4.5691996,-6.7591033,-0.42792392,7.6825066,-0.97110838,156.9863,141.49046,0.32978547,-4.8491359,717.55267
4.5692992,-6.759409,-0.42815906,7.5745392,-0.70929068,156.98624,141.75319,0.32999974,-4.848784,717.56842
4.5693994,-6.7597146,-0.42839429,7.4590774,-0.44676742,156.98619,142.01627,0.33021396,-4.8484316,717.58411
4.5694995,-6.7600203,-0.42862967,7.336235,-0.18379821,156.98613,142.27972,0.33042812,-4.8480787,717.59979
4.5695992,-6.7603259,-0.42886522,7.2061334,0.079356782,156.98607,142.54355,0.33064225,-4.8477263,717.61548
4.5696993,-6.7606316,-0.42910093,7.0689011,0.34243727,156.98602,142.80774,0.33085635,-4.847373,717.63123
4.5697994,-6.7609372,-0.42933685,6.924674,0.60518295,156.98596,143.07228,0.33107042,-4.8470197,717.64691
4.5698996,-6.7612433,-0.42957294,6.7735949,0.86733401,156.9859,143.33719,0.33128446,-4.8466663,717.6626
4.5699992,-6.761549,-0.42980927,6.6158123,1.128631,156.98584,143.60245,0.3314985,-4.8463125,717.67828
4.5700994,-6.7618546,-0.43004578,6.4514828,1.3888155,156.98578,143.86807,0.33171254,-4.8459582,717.69397
4.5701995,-6.7621608,-0.43028256,6.2807689,1.6476302,156.98572,144.13405,0.33192658,-4.8456039,717.70972
4.5702991,-6.7624664,-0.43051961,6.1038389,1.9048189,156.98566,144.40038,0.33214065,-4.8452492,717.7254
4.5703993,-6.7627726,-0.4307569,5.9208679,2.1601272,156.9856,144.66704,0.33235472,-4.8448939,717.74109
4.5704994,-6.7630787,-0.43099445,5.7320371,2.4133024,156.98553,144.93407,0.33256885,-4.8445387,717.75677
4.5705996,-6.7633848,-0.43123233,5.5375328,2.6640944,156.98547,145.20143,0.33278298,-4.844183,717.77246
4.5706992,-6.7636914,-0.43147048,5.3375473,2.9122546,156.98541,145.46915,0.33299717,-4.8438268,717.78821
4.5707994,-6.7639976,-0.43170896,5.1322789,3.1575379,156.98535,145.7372,0.33321142,-4.8434701,717.80389
4.5708995,-6.7643042,-0.4319478,4.9219298,3.3997014,156.98529,146.00558,0.3334257,-4.8431129,717.81958
4.5709991,-6.7646108,-0.43218693,4.7067089,3.6385052,156.98523,146.27432,0.33364007,-4.8427558,717.83527
4.5710993,-6.7649179,-0.43242645,4.4868279,3.8737135,156.98515,146.54338,0.3338545,-4.8423982,717.85095
4.5711994,-6.7652245,-0.43266633,4.2625051,4.1050935,156.98509,146.81277,0.33406901,-4.8420396,717.8667
4.5712996,-6.7655315,-0.4329066,4.0339618,4.3324156,156.98503,147.0825,0.33428362,-4.841681,717.88239
4.5713992,-6.7658391,-0.43314725,3.8014245,4.5554557,156.98495,147.35257,0.33449832,-4.8413219,717.89807
4.5714993,-6.7661462,-0.43338832,3.5651228,4.7739925,156.98489,147.62294,0.3347131,-4.8409619,717.91376
4.5715995,-6.7664537,-0.43362978,3.3252904,4.9878101,156.98483,147.89365,0.33492801,-4.8406019,717.9295
4.5716996,-6.7667618,-0.43387172,3.0821648,5.1966968,156.98476,148.16467,0.33514303,-4.8402414,717.94519
4.5717993,-6.7670693,-0.43411407,2.8359859,5.4004459,156.9847,148.43602,0.33535817,-4.83988,717.96088
4.5718994,-6.7673774,-0.43435687,2.5869977,5.5988555,156.98462,148.70769,0.33557346,-4.8395185,717.97656
4.5719995,-6.7676859,-0.43460017,2.3354461,5.7917295,156.98456,148.97966,0.33578888,-4.8391562,717.99225
4.5720992,-6.7679944,-0.43484393,2.0815804,5.9788766,156.98448,149.25194,0.33600444,-4.8387933,718.008
4.5721993,-6.7683029,-0.43508819,1.825651,6.1601119,156.98441,149.52454,0.33622015,-4.8384299,718.02368
4.5722995,-6.7686119,-0.43533295,1.5679116,6.3352556,156.98434,149.79744,0.33643603,-4.8380661,718.03937
4.5723996,-6.7689214,-0.43557823,1.3086169,6.5041351,156.98427,150.07065,0.33665207,-4.8377013,718.05505
4.5724993,-6.7692304,-0.43582404,1.0480233,6.6665826,156.98419,150.34415,0.33686826,-4.8373361,718.07074
4.5725994,-6.7695403,-0.43607038,0.78638893,6.8224373,156.98412,150.61797,0.33708465,-4.8369703,718.08649
4.5726995,-6.7698503,-0.43631729,0.52397221,6.9715447,156.98405,150.89206,0.33730125,-4.8366041,718.10217
4.5727992,-6.7701602,-0.43656474,0.26103297,7.1137576,156.98398,151.16646,0.33751801,-4.836237,718.11786
4.5728993,-6.7704706,-0.43681279,-0.0021687914,7.2489352,156.9839,151.44115,0.337735,-4.8358693,718.13354
4.5729995,-6.7707815,-0.43706143,-0.26537263,7.3769431,156.98383,151.71613,0.33795217,-4.8355007,718.14923
4.5730996,-6.7710924,-0.43731067,-0.52831823,7.4976554,156.98375,151.99139,0.33816957,-4.8351316,718.16498
4.5731993,-6.7714033,-0.4375605,-0.79074532,7.6109514,156.98367,152.26694,0.33838719,-4.8347616,718.18066
4.5732994,-6.7717152,-0.43781096,-1.0523944,7.7167196,156.9836,152.54277,0.33860505,-4.8343911,718.19635
4.5733995,-6.772027,-0.43806204,-1.3130065,7.8148546,156.98352,152.81888,0.33882311,-4.8340201,718.21204
4.5734992,-6.7723389,-0.43831381,-1.5723239,7.9052601,156.98344,153.09526,0.33904144,-4.8336482,718.22772
4.5735993,-6.7726512,-0.43856621,-1.8300898,7.9878459,156.98337,153.37192,0.33926001,-4.8332753,718.24347
4.5736995,-6.772964,-0.43881926,-2.0860493,8.0625296,156.98328,153.64883,0.33947885,-4.832902,718.25916
4.5737996,-6.7732773,-0.439073,-2.3399491,8.1292381,156.9832,153.92603,0.33969793,-4.8325276,718.27484
4.5738993,-6.7735906,-0.43932742,-2.5915382,8.1879053,156.98312,154.20348,0.3399173,-4.8321528,718.29053
4.5739994,-6.7739043,-0.43958256,-2.8405671,8.238472,156.98305,154.4812,0.34013692,-4.8317771,718.30621
4.5740995,-6.7742186,-0.43983841,-3.0867898,8.2808886,156.98296,154.75917,0.34035683,-4.8314004,718.32196
4.5741997,-6.7745328,-0.44009495,-3.3299625,8.3151131,156.98288,155.0374,0.34057704,-4.8310232,718.33765
4.5742993,-6.774848,-0.44035223,-3.5698447,8.3411112,156.9828,155.31589,0.34079754,-4.8306446,718.35333
4.5743995,-6.7751632,-0.44061026,-3.8061986,8.3588572,156.98271,155.59462,0.34101832,-4.8302655,718.36902
4.5744996,-6.7754784,-0.44086906,-4.0387907,8.3683329,156.98264,155.87361,0.34123942,-4.829886,718.38477
4.5745993,-6.7757945,-0.44112861,-4.2673903,8.3695288,156.98254,156.15283,0.34146085,-4.829505,718.40045
4.5746994,-6.7761106,-0.44138891,-4.4917717,8.3624439,156.98247,156.43231,0.34168258,-4.8291235,718.41614
4.5747995,-6.7764277,-0.44165003,-4.7117128,8.347085,156.98238,156.71201,0.34190464,-4.8287411,718.43182
4.5748997,-6.7767448,-0.44191191,-4.9269953,8.3234673,156.9823,156.99196,0.34212705,-4.8283577,718.44751
4.5749993,-6.7770624,-0.44217461,-5.1374063,8.2916136,156.98221,157.27213,0.34234977,-4.8279734,718.46326
4.5750995,-6.77738,-0.44243813,-5.3427377,8.2515545,156.98212,157.55254,0.34257284,-4.8275881,718.47894
4.5751996,-6.7776985,-0.44270244,-5.5427866,8.203331,156.98204,157.83318,0.34279627,-4.8272023,718.49463
4.5752993,-6.7780175,-0.44296759,-5.7373538,8.1469898,156.98195,158.11403,0.34302005,-4.8268151,718.51031
4.5753994,-6.7783365,-0.44323361,-5.9262476,8.0825863,156.98186,158.39511,0.34324419,-4.826427,718.526
4.5754995,-6.778656,-0.44350046,-6.1092811,8.0101852,156.98177,158.67641,0.34346873,-4.8260384,718.54175
4.5755997,-6.7789764,-0.44376817,-6.286272,7.9298558,156.98169,158.95792,0.34369361,-4.8256483,718.55743
4.5756993,-6.7792969,-0.44403675,-6.457046,7.8416791,156.9816,159.23964,0.34391886,-4.8252573,718.57312
4.5757995,-6.7796178,-0.44430619,-6.6214337,7.7457418,156.98151,159.52156,0.34414452,-4.8248658,718.58881
4.5758996,-6.7799392,-0.44457653,-6.7792726,7.6421385,156.98141,159.8037,0.34437057,-4.8244729,718.60449
4.5759993,-6.7802615,-0.44484779,-6.9304056,7.5309715,156.98132,160.08604,0.34459701,-4.824079,718.62024
4.5760994,-6.7805839,-0.44511992,-7.0746837,7.4123507,156.98123,160.36858,0.34482384,-4.8236842,718.63593
4.5761995,-6.7809067,-0.44539297,-7.2119637,7.2863936,156.98114,160.65132,0.34505108,-4.8232884,718.65161
4.5762997,-6.78123,-0.44566697,-7.3421092,7.153224,156.98105,160.93425,0.34527877,-4.8228917,718.6673
4.5763993,-6.7815537,-0.44594187,-7.464992,7.0129738,156.98096,161.21736,0.34550685,-4.8224936,718.68298
4.5764995,-6.7818785,-0.44621772,-7.5804901,6.8657818,156.98087,161.50067,0.34573534,-4.8220949,718.69873
4.5765996,-6.7822032,-0.44649452,-7.6884885,6.7117934,156.98077,161.78416,0.34596428,-4.8216949,718.71442
4.5766993,-6.7825284,-0.44677225,-7.7888808,6.5511603,156.98068,162.06783,0.34619364,-4.8212938,718.7301
4.5767994,-6.7828546,-0.44705096,-7.8815675,6.3840423,156.98058,162.35168,0.34642348,-4.8208919,718.74579
4.5768995,-6.7831807,-0.44733065,-7.9664559,6.2106037,156.98048,162.6357,0.34665373,-4.8204885,718.76147
4.5769997,-6.7835078,-0.4476113,-8.0434628,6.0310168,156.98039,162.91989,0.34688443,-4.8200846,718.77722
4.5770993,-6.7838354,-0.44789296,-8.1125107,5.845458,156.9803,163.20425,0.34711561,-4.8196793,718.79291
4.5771995,-6.784163,-0.44817561,-8.1735325,5.6541119,156.98019,163.48878,0.34734723,-4.8192725,718.80859
4.5772996,-6.7844915,-0.44845924,-8.2264662,5.4571671,156.9801,163.77348,0.3475793,-4.8188653,718.82428
4.5773997,-6.784821,-0.44874391,-8.2712603,5.2548189,156.98001,164.05833,0.34781188,-4.8184566,718.83997
4.5774994,-6.7851505,-0.44902956,-8.307869,5.047267,156.9799,164.34334,0.3480449,-4.8180466,718.85571
4.5775995,-6.7854805,-0.44931626,-8.336257,4.8347163,156.97981,164.62849,0.34827843,-4.8176355,718.8714
4.5776997,-6.7858114,-0.449604,-8.3563957,4.6173778,156.97971,164.9138,0.34851244,-4.8172235,718.88708
4.5777993,-6.7861428,-0.44989276,-8.3682652,4.3954659,156.97961,165.19925,0.34874693,-4.8168106,718.90277
4.5778995,-6.7864747,-0.45018256,-8.3718538,4.1691999,156.97951,165.48485,0.34898192,-4.8163962,718.91846
4.5779996,-6.7868071,-0.45047343,-8.367156,3.9388046,156.97942,165.77057,0.34921741,-4.8159804,718.9342
4.5780997,-6.7871404,-0.45076534,-8.3541784,3.7045074,156.97931,166.05644,0.34945342,-4.8155637,718.94989
4.5781994,-6.7874737,-0.45105833,-8.3329325,3.4665396,156.97922,166.34245,0.3496899,-4.815146,718.96558
4.5782995,-6.7878079,-0.45135239,-8.3034382,3.2251372,156.97911,166.62859,0.34992692,-4.8147268,718.98126
4.5783997,-6.7881432,-0.45164749,-8.265727,2.9805388,156.979,166.91484,0.35016444,-4.8143067,718.99695
4.5784993,-6.7884784,-0.45194373,-8.2198343,2.7329865,156.97891,167.20122,0.3504025,-4.8138852,719.0127
4.5785995,-6.7888145,-0.452241,-8.1658049,2.4827251,156.97881,167.48772,0.3506411,-4.8134627,719.02838
4.5786996,-6.7891512,-0.45253941,-8.103693,2.2300024,156.9787,167.77434,0.35088021,-4.8130388,719.04407
4.5787997,-6.7894883,-0.4528389,-8.0335608,1.9750681,156.97859,168.06107,0.35111985,-4.812614,719.05975
4.5788994,-6.7898264,-0.45313948,-7.9554749,1.7181748,156.9785,168.34792,0.35136002,-4.8121877,719.07544
4.5789995,-6.7901649,-0.4534412,-7.8695145,1.4595766,156.97839,168.63486,0.35160077,-4.8117599,719.09119
4.5790997,-6.790504,-0.45374402,-7.7757635,1.1995295,156.97829,168.92192,0.35184202,-4.8113313,719.10687
4.5791993,-6.7908435,-0.45404798,-7.674315,0.93829066,156.97818,169.20906,0.35208383,-4.8109012,719.12256
4.5792994,-6.7911839,-0.45435306,-7.565269,0.67611873,156.97807,169.49631,0.35232621,-4.8104701,719.13824
4.5793996,-6.7915249,-0.45465925,-7.4487329,0.41327319,156.97797,169.78366,0.35256916,-4.8100376,719.15393
4.5794997,-6.7918668,-0.4549666,-7.3248224,0.15001409,156.97786,170.07109,0.35281265,-4.8096037,719.16968
4.5795994,-6.7922091,-0.45527509,-7.1936598,-0.11339793,156.97777,170.35861,0.3530567,-4.8091688,719.18536
4.5796995,-6.792552,-0.4555847,-7.0553746,-0.37670216,156.97766,170.64621,0.35330132,-4.8087325,719.20105
4.5797997,-6.7928958,-0.45589548,-6.9101038,-0.63963801,156.97755,170.9339,0.35354653,-4.8082952,719.21674
4.5798998,-6.7932401,-0.45620742,-6.7579904,-0.90194517,156.97745,171.22166,0.35379231,-4.8078566,719.23242
4.5799994,-6.7935848,-0.45652053,-6.5991855,-1.1633641,156.97733,171.50949,0.35403866,-4.8074164,719.24817
4.5800996,-6.7939305,-0.45683482,-6.4338455,-1.4236357,156.97722,171.79741,0.3542856,-4.8069749,719.26385
4.5801997,-6.7942767,-0.45715025,-6.2621341,-1.6825027,156.97711,172.08537,0.35453314,-4.8065324,719.27954
4.5802994,-6.7946239,-0.4574669,-6.0842214,-1.9397086,156.97701,172.37341,0.35478127,-4.8060884,719.29523
4.5803995,-6.7949715,-0.45778468,-5.9002829,-2.1949987,156.9769,172.66151,0.35502997,-4.8056431,719.31091
4.5804996,-6.7953196,-0.45810369,-5.7105007,-2.4481206,156.97679,172.94968,0.3552793,-4.8051963,719.32666
4.5805998,-6.7956686,-0.45842385,-5.5150623,-2.6988232,156.97668,173.2379,0.35552919,-4.8047485,719.34235
4.5806994,-6.7960186,-0.45874521,-5.3141618,-2.9468586,156.97656,173.52615,0.35577971,-4.8042994,719.35803
4.5807996,-6.7963686,-0.45906776,-5.1079969,-3.1919811,156.97646,173.81447,0.35603082,-4.8038487,719.37372
4.5808997,-6.79672,-0.4593915,-4.8967724,-3.4339478,156.97635,174.10283,0.35628256,-4.8033972,719.3894
4.5809994,-6.7970715,-0.45971644,-4.6806965,-3.6725192,156.97624,174.39124,0.3565349,-4.8029437,719.40515
4.5810995,-6.7974243,-0.4600426,-4.4599838,-3.9074593,156.97612,174.67967,0.35678783,-4.8024893,719.42084
4.5811996,-6.7977772,-0.46036994,-4.2348518,-4.138535,156.97601,174.96815,0.35704139,-4.8020334,719.43652
4.5812998,-6.798131,-0.46069852,-4.0055237,-4.3655181,156.97591,175.25665,0.35729557,-4.8015766,719.45221
4.5813994,-6.7984858,-0.46102828,-3.7722266,-4.5881829,156.97578,175.5452,0.35755038,-4.8011179,719.4679
4.5814996,-6.798841,-0.46135926,-3.5351911,-4.8063092,156.97568,175.83376,0.35780582,-4.8006582,719.48364
4.5815997,-6.7991972,-0.46169147,-3.2946517,-5.019681,156.97557,176.12233,0.35806188,-4.8001971,719.49933
4.5816994,-6.7995539,-0.4620249,-3.0508468,-5.2280874,156.97545,176.41093,0.35831854,-4.7997346,719.51501
4.5817995,-6.799911,-0.46235952,-2.8040171,-5.4313211,156.97534,176.69955,0.35857585,-4.7992706,719.5307
4.5818996,-6.8002691,-0.46269539,-2.5544074,-5.6291814,156.97522,176.98819,0.35883379,-4.7988057,719.54639
4.5819998,-6.8006282,-0.46303248,-2.3022645,-5.8214717,156.97511,177.27684,0.35909238,-4.7983389,719.56213
4.5820994,-6.8009877,-0.46337077,-2.047838,-6.0080018,156.97499,177.56548,0.35935161,-4.7978711,719.57782
4.5821996,-6.8013482,-0.46371031,-1.7913799,-6.1885872,156.97488,177.85413,0.35961145,-4.7974019,719.59351
4.5822997,-6.8017092,-0.46405107,-1.5331438,-6.3630486,156.97476,178.14279,0.35987195,-4.7969313,719.60919
4.5823998,-6.8020711,-0.46439305,-1.2733854,-6.5312128,156.97466,178.43143,0.36013308,-4.7964592,719.62488
4.5824995,-6.8024335,-0.46473628,-1.012362,-6.6929135,156.97453,178.72008,0.36039487,-4.7959862,719.64062
4.5825996,-6.8027968,-0.46508077,-0.75033176,-6.8479905,156.97443,179.00871,0.3606573,-4.7955112,719.65631
4.5826998,-6.8031607,-0.46542647,-0.48755419,-6.9962897,156.9743,179.29733,0.3609204,-4.7950354,719.672
4.5827994,-6.8035254,-0.46577343,-0.22428951,-7.1376648,156.9742,179.58594,0.36118412,-4.7945576,719.68768
4.5828996,-6.8038912,-0.46612161,0.039201681,-7.271975,156.97408,179.87453,0.36144853,-4.7940788,719.70337
4.5829997,-6.8042574,-0.46647105,0.3026585,-7.399087,156.97395,180.16309,0.36171356,-4.7935987,719.71906
4.5830998,-6.8046241,-0.4668217,0.56582004,-7.5188756,156.97385,180.45163,0.36197925,-4.793117,719.7348
4.5831995,-6.8049922,-0.46717361,0.82842582,-7.6312208,156.97372,180.74014,0.36224562,-4.792634,719.75049
4.5832996,-6.8053603,-0.46752676,1.0902157,-7.7360125,156.9736,181.02863,0.36251262,-4.79215,719.76617
4.5833998,-6.8057299,-0.46788117,1.3509305,-7.8331456,156.9735,181.31708,0.36278027,-4.7916641,719.78186
4.5834994,-6.8060999,-0.4682368,1.610312,-7.922524,156.97337,181.60548,0.36304861,-4.7911773,719.79755
4.5835996,-6.8064704,-0.46859366,1.8681034,-8.0040598,156.97325,181.89386,0.36331761,-4.7906885,719.81329
4.5836997,-6.8068419,-0.46895179,2.1240492,-8.0776701,156.97314,182.18219,0.36358726,-4.7901988,719.82898
4.5837998,-6.8072143,-0.46931115,2.3778963,-8.1432848,156.97302,182.47047,0.36385757,-4.7897077,719.84467
4.5838995,-6.8075871,-0.46967176,2.6293929,-8.2008352,156.9729,182.75871,0.36412856,-4.7892151,719.86035
4.5839996,-6.807961,-0.47003359,2.8782899,-8.250267,156.97278,183.04689,0.36440021,-4.7887211,719.87604
4.5840998,-6.8083353,-0.47039667,3.1243408,-8.2915297,156.97267,183.33502,0.36467251,-4.7882257,719.89178
4.5841994,-6.8087106,-0.47076097,3.3673022,-8.3245831,156.97255,183.62309,0.36494547,-4.7877293,719.90747
4.5842996,-6.8090868,-0.47112653,3.6069331,-8.3493929,156.97243,183.9111,0.36521912,-4.787231,719.92316
4.5843997,-6.8094635,-0.47149333,3.8429961,-8.3659344,156.97231,184.19905,0.36549342,-4.7867317,719.93884
4.5844998,-6.8098412,-0.47186136,4.0752573,-8.3741922,156.97218,184.48692,0.3657684,-4.786231,719.95453
4.5845995,-6.8102193,-0.47223064,4.3034868,-8.3741579,156.97208,184.77473,0.36604404,-4.7857285,719.97028
4.5846996,-6.8105984,-0.47260115,4.5274587,-8.3658295,156.97195,185.06247,0.36632034,-4.7852249,719.98596
4.5847998,-6.8109779,-0.47297287,4.7469506,-8.3492174,156.97183,185.35013,0.36659732,-4.7847204,720.00165
4.5848999,-6.8113589,-0.47334582,4.9617448,-8.3243361,156.97171,185.63773,0.36687496,-4.784214,720.01733
4.5849996,-6.8117399,-0.47372001,5.171629,-8.2912102,156.97159,185.92522,0.36715329,-4.7837062,720.03302
4.5850997,-6.8121223,-0.47409543,5.3763952,-8.2498732,156.97147,186.21265,0.36743227,-4.7831974,720.04871
4.5851998,-6.8125052,-0.47447211,5.5758405,-8.2003651,156.97134,186.49998,0.36771193,-4.7826867,720.06445
4.5852995,-6.8128886,-0.47485003,5.7697668,-8.1427355,156.97122,186.78722,0.36799225,-4.7821751,720.08014
4.5853996,-6.813273,-0.47522914,5.9579821,-8.0770397,156.97112,187.07437,0.36827326,-4.781662,720.09583
4.5854998,-6.8136582,-0.47560951,6.1402998,-8.0033445,156.97099,187.36142,0.36855495,-4.7811475,720.11151
4.5855999,-6.8140445,-0.47599107,6.3165393,-7.9217205,156.97087,187.64839,0.3688373,-4.7806315,720.1272
4.5856996,-6.8144312,-0.47637388,6.486526,-7.8322501,156.97075,187.93524,0.3691203,-4.7801142,720.14294
4.5857997,-6.8148184,-0.47675788,6.6500912,-7.7350211,156.97063,188.222,0.36940399,-4.7795959,720.15863
4.5858998,-6.8152065,-0.47714311,6.8070722,-7.6301298,156.9705,188.50865,0.36968833,-4.7790756,720.17432
4.5859995,-6.8155956,-0.47752956,6.9573145,-7.5176797,156.97038,188.79518,0.36997336,-4.7785544,720.19
4.5860996,-6.8159857,-0.47791719,7.1006684,-7.3977814,156.97026,189.08162,0.37025905,-4.7780318,720.20569
4.5861998,-6.8163762,-0.47830606,7.2369919,-7.2705545,156.97014,189.36794,0.37054539,-4.7775078,720.22137
4.5862999,-6.8167672,-0.47869611,7.3661494,-7.1361241,156.97002,189.65413,0.37083241,-4.7769823,720.23712
4.5863996,-6.8171592,-0.47908735,7.4880133,-6.9946237,156.96989,189.94022,0.3711201,-4.7764559,720.25281
4.5864997,-6.8175521,-0.47947982,7.6024623,-6.8461928,156.96977,190.22617,0.37140846,-4.7759275,720.26849
4.5865998,-6.817946,-0.47987348,7.7093835,-6.6909785,156.96965,190.51201,0.37169746,-4.7753983,720.28418
4.5866995,-6.8183403,-0.48026833,7.80867,-6.5291343,156.96953,190.79771,0.37198713,-4.7748675,720.29987
4.5867996,-6.8187351,-0.48066434,7.9002237,-6.3608198,156.96941,191.08328,0.3722775,-4.7743359,720.31561
4.5868998,-6.8191309,-0.48106155,7.9839535,-6.1862025,156.96928,191.36874,0.37256849,-4.7738023,720.3313
4.5869999,-6.8195276,-0.48145995,8.0597763,-6.005455,156.96916,191.65405,0.37286013,-4.7732677,720.34698
4.5870996,-6.8199248,-0.48185953,8.1276178,-5.8187556,156.96904,191.93922,0.37315246,-4.7727318,720.36267
4.5871997,-6.820323,-0.48226026,8.1874084,-5.6262894,156.96892,192.22426,0.37344545,-4.7721944,720.37836
4.5872998,-6.8207221,-0.48266217,8.2390909,-5.428247,156.9688,192.50916,0.37373906,-4.7716556,720.3941
4.5874,-6.8211217,-0.48306525,8.2826118,-5.2248244,156.96867,192.79391,0.37403336,-4.7711158,720.40979
4.5874996,-6.8215222,-0.48346949,8.3179293,-5.016223,156.96855,193.07852,0.37432829,-4.7705746,720.42548
4.5875998,-6.8219233,-0.48387489,8.3450079,-4.802649,156.96843,193.36298,0.37462386,-4.7700319,720.44116
4.5876999,-6.8223252,-0.48428142,8.363821,-4.5843143,156.96831,193.64728,0.3749201,-4.7694883,720.45685
4.5877995,-6.8227277,-0.48468915,8.3743486,-4.3614345,156.96819,193.93143,0.37521702,-4.7689433,720.47253
4.5878997,-6.8231311,-0.485098,8.3765812,-4.1342306,156.96806,194.21542,0.37551457,-4.7683969,720.48828
4.5879998,-6.823535,-0.48550799,8.3705149,-3.9029279,156.96794,194.49925,0.37581277,-4.767849,720.50397
4.5881,-6.8239403,-0.48591915,8.3561573,-3.6677549,156.96782,194.78293,0.3761116,-4.7673001,720.51965
4.5881996,-6.8243456,-0.4863314,8.3335209,-3.4289448,156.9677,195.06644,0.37641108,-4.7667499,720.53534
4.5882998,-6.8247519,-0.48674479,8.3026285,-3.186734,156.96758,195.34979,0.37671122,-4.7661982,720.55103
4.5883999,-6.8251591,-0.48715931,8.2635117,-2.9413621,156.96745,195.63297,0.37701198,-4.7656455,720.56677
4.5884995,-6.8255668,-0.48757496,8.2162066,-2.6930726,156.96733,195.91597,0.37731338,-4.7650914,720.58246
4.5885997,-6.8259754,-0.48799172,8.1607618,-2.4421108,156.96721,196.19881,0.37761542,-4.7645359,720.59814
4.5886998,-6.8263845,-0.48840958,8.0972309,-2.1887257,156.96709,196.48148,0.37791809,-4.7639794,720.61383
4.5888,-6.8267946,-0.48882851,8.0256777,-1.9331684,156.96696,196.76396,0.37822139,-4.7634215,720.62952
4.5888996,-6.8272057,-0.48924857,7.9461718,-1.6756916,156.96684,197.04626,0.37852532,-4.7628627,720.6452
4.5889997,-6.8276172,-0.48966971,7.8587923,-1.4165506,156.96672,197.3284,0.3788299,-4.7623024,720.66095
4.5890999,-6.8280292,-0.49009195,7.7636256,-1.156002,156.9666,197.61035,0.37913507,-4.7617407,720.67664
4.5891995,-6.8284421,-0.49051526,7.6607656,-0.89430404,156.96648,197.89211,0.37944087,-4.761178,720.69232
4.5892997,-6.828856,-0.49093965,7.5503144,-0.63171577,156.96635,198.17369,0.3797473,-4.7606139,720.70801
4.5893998,-6.8292699,-0.49136508,7.4323807,-0.36849749,156.96623,198.45508,0.38005432,-4.7600489,720.72369
4.5895,-6.8296852,-0.49179158,7.3070817,-0.10490991,156.96611,198.73627,0.380362,-4.7594824,720.73944
4.5895996,-6.830101,-0.49221915,7.174541,0.15878582,156.96599,199.01727,0.38067025,-4.7589149,720.75513
4.5896997,-6.8305173,-0.49264777,7.0348897,0.42232844,156.96587,199.29808,0.38097912,-4.7583461,720.77081
4.5897999,-6.8309345,-0.49307743,6.8882661,0.68545681,156.96574,199.5787,0.38128862,-4.7577763,720.7865
4.5899,-6.8313527,-0.4935081,6.7348156,0.94791019,156.96562,199.85912,0.38159871,-4.757205,720.80219
4.5899997,-6.8317714,-0.49393985,6.5746899,1.2094285,156.9655,200.13934,0.38190937,-4.7566328,720.81787
4.5900998,-6.8321905,-0.49437258,6.4080472,1.4697528,156.96538,200.41936,0.38222066,-4.7560592,720.83362
4.5901999,-6.8326106,-0.49480635,6.2350526,1.7286248,156.96527,200.69917,0.38253254,-4.7554846,720.8493
4.5902996,-6.8330312,-0.49524111,6.0558777,1.9857882,156.96515,200.97879,0.38284501,-4.7549086,720.86499
4.5903997,-6.8334527,-0.4956769,5.8706989,2.2409883,156.96503,201.25818,0.38315809,-4.7543316,720.88068
4.5904999,-6.8338747,-0.49611372,5.6797009,2.4939716,156.9649,201.53737,0.38347176,-4.7537537,720.89636
4.5906,-6.8342972,-0.49655148,5.4830723,2.744488,156.96478,201.81635,0.38378599,-4.7531743,720.91205
4.5906997,-6.8347206,-0.49699026,5.2810073,2.9922888,156.96466,202.09512,0.38410082,-4.752594,720.9278
4.5907998,-6.835145,-0.49743003,5.0737062,3.2371285,156.96454,202.37367,0.38441622,-4.7520123,720.94348
4.5908999,-6.8355699,-0.49787074,4.8613744,3.4787648,156.96442,202.65201,0.38473219,-4.7514296,720.95917
4.5909996,-6.8359952,-0.49831244,4.6442227,3.7169576,156.96429,202.93013,0.38504875,-4.7508459,720.97485
