"Time","total_AV_B_a","total_AV_B_b","total_A_VB_a","total_A_VB_b","total_AV_VB_a","total_AV_VB_b","total_A_V_B_a","total_A_V_B_b"
251.7,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
251.8,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
251.89999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
252,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
252.10001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
252.2,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
252.3,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
252.39999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
252.5,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
252.60001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
252.7,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
252.8,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
252.89999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
253,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
253.10001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
253.2,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
253.3,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
253.39999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
253.5,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
253.60001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
253.7,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
253.8,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
253.89999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
254,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
254.10001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
254.2,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
254.3,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
254.39999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
254.5,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
254.60001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
254.7,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
254.8,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
254.89999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
255,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
255.10001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
255.2,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
255.3,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
255.39999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
255.5,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
255.60001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
255.7,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
255.8,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
255.89999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
256,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
256.10001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
256.20001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
256.29999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
256.39999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
256.5,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
256.60001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
256.70001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
256.79999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
256.89999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
257,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
257.10001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
257.20001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
257.29999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
257.39999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
257.5,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
257.60001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
257.70001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
257.79999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
257.89999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
258,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
258.10001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
258.20001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
258.29999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
258.39999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
258.5,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
258.60001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
258.70001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
258.79999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
258.89999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
259,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
259.10001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
259.20001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
259.29999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
259.39999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
259.5,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
259.60001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
259.70001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
259.79999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
259.89999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
260,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
260.10001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
260.20001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
260.29999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
260.39999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
260.5,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
260.60001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
260.70001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
260.79999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
260.89999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
261,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
261.10001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
261.20001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
261.29999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
261.39999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
261.5,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
261.60001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
261.70001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
261.79999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
261.89999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
262,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
262.10001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
262.20001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
262.29999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
262.39999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
262.5,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
262.60001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
262.70001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
262.79999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
262.89999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
263,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
263.10001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
263.20001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
263.29999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
263.39999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
263.5,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
263.60001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
263.70001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
263.79999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
263.89999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
264,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
264.10001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
264.20001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
264.29999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
264.39999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
264.5,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
264.60001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
264.70001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
264.79999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
264.89999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
265,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
265.10001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
265.20001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
265.29999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
265.39999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
265.5,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
265.60001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
265.70001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
265.79999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
265.89999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
266,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
266.10001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
266.20001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
266.29999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
266.39999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
266.5,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
266.60001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
266.70001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
266.79999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
266.89999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
267,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
267.10001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
267.20001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
267.29999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
267.39999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
267.5,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
267.60001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
267.70001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
267.79999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
267.89999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
268,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
268.10001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
268.20001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
268.29999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
268.39999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
268.5,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
268.60001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
268.70001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
268.79999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
268.89999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
269,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
269.10001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
269.20001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
269.29999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
269.39999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
269.5,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
269.60001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
269.70001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
269.79999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
269.89999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
270,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
270.10001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
270.20001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
270.29999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
270.39999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
270.5,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
270.60001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
270.70001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
270.79999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
270.89999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
271,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
271.10001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
271.20001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
271.29999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
271.39999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
271.5,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
271.60001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
271.70001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
271.79999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
271.89999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
272,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
272.10001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
272.20001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
272.29999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
272.39999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
272.5,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
272.60001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
272.70001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
272.79999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
272.89999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
273,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
273.10001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
273.20001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
273.29999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
273.39999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
273.5,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
273.60001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
273.70001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
273.79999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
273.89999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
274,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
274.10001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
274.20001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
274.29999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
274.39999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
274.5,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
274.60001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
274.70001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
274.79999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
274.89999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
275,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
275.10001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
275.20001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
275.29999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
275.39999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
275.5,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
275.60001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
275.70001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
275.79999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
275.89999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
276,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
276.10001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
276.20001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
276.29999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
276.39999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
276.5,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
276.60001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
276.70001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
276.79999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
276.89999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
277,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
277.10001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
277.20001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
277.29999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
277.39999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
277.5,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
277.60001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
277.70001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
277.79999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
277.89999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
278,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
278.10001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
278.20001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
278.29999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
278.39999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
278.5,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
278.60001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
278.70001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
278.79999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
278.89999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
279,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
279.10001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
279.20001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
279.29999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
279.39999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
279.5,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
279.60001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
279.70001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
279.79999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
279.89999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
280,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
280.10001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
280.20001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
280.29999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
280.39999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
280.5,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
280.60001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
280.70001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
280.79999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
280.89999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
281,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
281.10001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
281.20001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
281.29999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
281.39999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
281.5,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
281.60001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
281.70001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
281.79999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
281.89999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
282,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
282.10001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
282.20001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
282.29999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
282.39999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
282.5,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
282.60001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
282.70001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
282.79999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
