"Time","total_AV_B_a","total_AV_B_b","total_A_VB_a","total_A_VB_b","total_AV_VB_a","total_AV_VB_b","total_A_V_B_a","total_A_V_B_b"
282.89999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
283,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
283.10001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
283.20001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
283.29999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
283.39999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
283.5,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
283.60001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
283.70001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
283.79999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
283.89999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
284,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
284.10001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
284.20001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
284.29999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
284.39999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
284.5,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
284.60001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
284.70001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
284.79999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
284.89999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
285,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
285.10001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
285.20001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
285.29999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
285.39999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
285.5,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
285.60001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
285.70001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
285.79999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
285.89999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
286,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
286.10001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
286.20001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
286.29999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
286.39999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
286.5,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
286.60001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
286.70001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
286.79999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
286.89999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
287,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
287.10001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
287.20001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
287.29999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
287.39999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
287.5,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
287.60001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
287.70001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
287.79999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
287.89999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
288,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
288.10001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
288.20001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
288.29999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
288.39999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
288.5,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
288.60001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
288.70001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
288.79999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
288.89999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
289,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
289.10001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
289.20001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
289.29999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
289.39999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
289.5,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
289.60001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
289.70001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
289.79999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
289.89999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
290,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
290.10001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
290.20001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
290.29999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
290.39999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
290.5,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
290.60001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
290.70001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
290.79999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
290.89999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
291,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
291.10001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
291.20001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
291.29999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
291.39999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
291.5,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
291.60001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
291.70001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
291.79999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
291.89999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
292,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
292.10001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
292.20001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
292.29999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
292.39999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
292.5,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
292.60001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
292.70001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
292.79999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
292.89999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
293,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
293.10001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
293.20001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
293.29999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
293.39999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
293.5,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
293.60001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
293.70001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
293.79999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
293.89999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
294,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
294.10001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
294.20001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
294.29999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
294.39999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
294.5,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
294.60001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
294.70001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
294.79999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
294.89999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
295,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
295.10001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
295.20001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
295.29999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
295.39999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
295.5,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
295.60001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
295.70001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
295.79999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
295.89999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
296,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
296.10001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
296.20001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
296.29999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
296.39999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
296.5,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
296.60001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
296.70001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
296.79999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
296.89999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
297,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
297.10001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
297.20001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
297.29999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
297.39999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
297.5,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
297.60001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
297.70001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
297.79999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
297.89999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
298,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
298.10001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
298.20001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
298.29999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
298.39999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
298.5,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
298.60001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
298.70001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
298.79999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
298.89999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
299,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
299.10001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
299.20001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
299.29999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
299.39999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
299.5,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
299.60001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
299.70001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
299.79999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
299.89999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
300,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
300.10001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
300.20001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
300.29999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
300.39999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
300.5,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
300.60001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
300.70001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
300.79999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
300.89999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
301,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
301.10001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
301.20001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
301.29999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
301.39999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
301.5,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
301.60001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
301.70001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
301.79999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
301.89999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
302,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
302.10001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
302.20001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
302.29999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
